image_id,full_image_path,question,answer
8135AUTVSBL,abo-images-small/images/small/ff/ffcc72f0.jpg,What is the case's dominant color?,Beige
8135AUTVSBL,abo-images-small/images/small/ff/ffcc72f0.jpg,How many cameras are visible?,Four
8135AUTVSBL,abo-images-small/images/small/ff/ffcc72f0.jpg,Is the camera array centered?,Yes
8135AUTVSBL,abo-images-small/images/small/ff/ffcc72f0.jpg,Does the surface appear smooth?,No
8135AUTVSBL,abo-images-small/images/small/ff/ffcc72f0.jpg,What is the pattern orientation?,Horizontal
81MIzpRChGL,abo-images-small/images/small/33/3320a005.jpg,What color is the cover?,Blue
81MIzpRChGL,abo-images-small/images/small/33/3320a005.jpg,How many holes are visible?,One
81MIzpRChGL,abo-images-small/images/small/33/3320a005.jpg,Is the writing horizontal or vertical?,Vertical
81MIzpRChGL,abo-images-small/images/small/33/3320a005.jpg,Is more writing on the top or bottom?,Bottom
81MIzpRChGL,abo-images-small/images/small/33/3320a005.jpg,What geometrical pattern is most prominent?,Glitter
81ZP0kiIzQL,abo-images-small/images/small/81/818745d0.jpg,What color is most prominent?,Green
81ZP0kiIzQL,abo-images-small/images/small/81/818745d0.jpg,How many openings are visible?,Three
81ZP0kiIzQL,abo-images-small/images/small/81/818745d0.jpg,Is the upper opening centered?,Yes
81ZP0kiIzQL,abo-images-small/images/small/81/818745d0.jpg,Is orange color left or right?,Right
81ZP0kiIzQL,abo-images-small/images/small/81/818745d0.jpg,Is painting application smooth or textured?,Textured
81ulXs-lBtL,abo-images-small/images/small/d7/d70fcbfc.jpg,What color is most prevalent?,Orange
81ulXs-lBtL,abo-images-small/images/small/d7/d70fcbfc.jpg,How many triangles are visible?,Two
81ulXs-lBtL,abo-images-small/images/small/d7/d70fcbfc.jpg,Where is the camera located?,Center
81ulXs-lBtL,abo-images-small/images/small/d7/d70fcbfc.jpg,Is more yellow or blue present?,Blue
81ulXs-lBtL,abo-images-small/images/small/d7/d70fcbfc.jpg,What shape is the camera opening?,Oval
6146dhx5cSL,abo-images-small/images/small/f4/f4481544.jpg,What color is the phone's background?,Black
6146dhx5cSL,abo-images-small/images/small/f4/f4481544.jpg,How many stars have six points?,One
6146dhx5cSL,abo-images-small/images/small/f4/f4481544.jpg,Is the camera above or below the speaker?,Above
6146dhx5cSL,abo-images-small/images/small/f4/f4481544.jpg,Are stars more numerous near the edges?,No
6146dhx5cSL,abo-images-small/images/small/f4/f4481544.jpg,Are the stars all the same size?,No
71qdH4wlWIL,abo-images-small/images/small/11/1104a94b.jpg,What color are the flowers?,Pink
71qdH4wlWIL,abo-images-small/images/small/11/1104a94b.jpg,How many visible cameras are there?,One
71qdH4wlWIL,abo-images-small/images/small/11/1104a94b.jpg,Are the flowers mostly above or below the camera?,Below
71qdH4wlWIL,abo-images-small/images/small/11/1104a94b.jpg,Is the case primarily opaque or translucent?,Translucent
71qdH4wlWIL,abo-images-small/images/small/11/1104a94b.jpg,What is the dominant flower shape?,Star
817D8q3IZyL,abo-images-small/images/small/af/afc35d47.jpg,What color is predominantly covering the surface?,Blue
817D8q3IZyL,abo-images-small/images/small/af/afc35d47.jpg,How many rectangular cut-outs are visible?,One
817D8q3IZyL,abo-images-small/images/small/af/afc35d47.jpg,Is orange above or below blue?,Both
817D8q3IZyL,abo-images-small/images/small/af/afc35d47.jpg,Which color has the least surface area coverage?,Yellow
817D8q3IZyL,abo-images-small/images/small/af/afc35d47.jpg,Is the camera hole near the top or bottom?,Top
61o7kUw7U2L,abo-images-small/images/small/b8/b8052367.jpg,What color is the sky?,Orange
61o7kUw7U2L,abo-images-small/images/small/b8/b8052367.jpg,How many lenses are visible?,Two
61o7kUw7U2L,abo-images-small/images/small/b8/b8052367.jpg,Where are the sunglasses positioned?,Bottom
61o7kUw7U2L,abo-images-small/images/small/b8/b8052367.jpg,What is above the sunglasses?,Sand
61o7kUw7U2L,abo-images-small/images/small/b8/b8052367.jpg,Is the horizon line clear?,No
610kWS4QEmL,abo-images-small/images/small/f2/f2108458.jpg,What color is the circle?,Blue
610kWS4QEmL,abo-images-small/images/small/f2/f2108458.jpg,How many camera lenses are visible?,One
610kWS4QEmL,abo-images-small/images/small/f2/f2108458.jpg,Is the background pattern horizontal or vertical?,Horizontal
610kWS4QEmL,abo-images-small/images/small/f2/f2108458.jpg,How many rows of blocks are fully visible?,Eleven
610kWS4QEmL,abo-images-small/images/small/f2/f2108458.jpg,Is the camera bump on the right or left side?,Left
71RuE75ppoL,abo-images-small/images/small/68/683bd751.jpg,What color is the background?,Black
71RuE75ppoL,abo-images-small/images/small/68/683bd751.jpg,How many camera lenses are visible?,One
71RuE75ppoL,abo-images-small/images/small/68/683bd751.jpg,Are the leaves mostly concentrated on the left or right?,Right
71RuE75ppoL,abo-images-small/images/small/68/683bd751.jpg,"Is the camera located at the top, middle, or bottom of the cover?",Top
71RuE75ppoL,abo-images-small/images/small/68/683bd751.jpg,What is the prominent floral pattern's color?,White
71Svp-TpYQL,abo-images-small/images/small/3f/3fba5682.jpg,What color is predominantly featured?,Pink
71Svp-TpYQL,abo-images-small/images/small/3f/3fba5682.jpg,How many camera lenses are visible?,Two
71Svp-TpYQL,abo-images-small/images/small/3f/3fba5682.jpg,What shape repeats within the design?,Heart
71Svp-TpYQL,abo-images-small/images/small/3f/3fba5682.jpg,Where is the larger heart relative to the camera?,Below
71Svp-TpYQL,abo-images-small/images/small/3f/3fba5682.jpg,"Which geometric pattern, besides hearts, dominates?",Rays
61U1s0aNrmL,abo-images-small/images/small/89/890533a6.jpg,What letter is shown?,R
61U1s0aNrmL,abo-images-small/images/small/89/890533a6.jpg,What color is the background?,Blue
61U1s0aNrmL,abo-images-small/images/small/89/890533a6.jpg,How many camera lenses are visible?,Four
61U1s0aNrmL,abo-images-small/images/small/89/890533a6.jpg,Is the camera module positioned higher or lower than the letter?,Higher
61U1s0aNrmL,abo-images-small/images/small/89/890533a6.jpg,What pattern is visible in the blue area?,Floral
81aAnm32LaL,abo-images-small/images/small/57/5792ca74.jpg,What color are the patterns?,White
81aAnm32LaL,abo-images-small/images/small/57/5792ca74.jpg,How many camera lenses are visible?,Three
81aAnm32LaL,abo-images-small/images/small/57/5792ca74.jpg,Which border design is widest?,Second
81aAnm32LaL,abo-images-small/images/small/57/5792ca74.jpg,Is the charging port at the top or bottom?,Bottom
81aAnm32LaL,abo-images-small/images/small/57/5792ca74.jpg,Is the main design symmetrical?,Yes
61CxuiO4ehL,abo-images-small/images/small/13/139c2ffe.jpg,What color is it?,Black
61CxuiO4ehL,abo-images-small/images/small/13/139c2ffe.jpg,How many openings are visible?,Two
61CxuiO4ehL,abo-images-small/images/small/13/139c2ffe.jpg,Is the opening round or square?,Round
61CxuiO4ehL,abo-images-small/images/small/13/139c2ffe.jpg,Is the longer side vertical or horizontal?,Vertical
61CxuiO4ehL,abo-images-small/images/small/13/139c2ffe.jpg,Is the circle closest to the top or bottom?,Top
71THjwW6vXL,abo-images-small/images/small/86/86a73aba.jpg,What color is the sky?,Orange
71THjwW6vXL,abo-images-small/images/small/86/86a73aba.jpg,How many giraffes are visible?,Two
71THjwW6vXL,abo-images-small/images/small/86/86a73aba.jpg,Is the sun above or below the giraffes?,Above
71THjwW6vXL,abo-images-small/images/small/86/86a73aba.jpg,Does the tree appear larger or smaller than the giraffes?,Larger
71THjwW6vXL,abo-images-small/images/small/86/86a73aba.jpg,What item is closest to the camera flash?,Tree
71ObWayx9YL,abo-images-small/images/small/be/be8151ce.jpg,What color is the beak?,Orange
71ObWayx9YL,abo-images-small/images/small/be/be8151ce.jpg,How many camera lenses are visible?,Two
71ObWayx9YL,abo-images-small/images/small/be/be8151ce.jpg,Is the goose facing left or right?,Right
71ObWayx9YL,abo-images-small/images/small/be/be8151ce.jpg,What is above the goose?,Brown
71ObWayx9YL,abo-images-small/images/small/be/be8151ce.jpg,Is the goose the most prominent image?,Yes
71VT9z05tWL,abo-images-small/images/small/d4/d4f5242e.jpg,What color are the flowers?,Red
