image_id,full_image_path,question,answer
719MbKvE9-L,abo-images-small/images/small\45/4586a463.jpg,What color is the mobile cover?,Multicolor
719MbKvE9-L,abo-images-small/images/small\45/4586a463.jpg,How many heart balloons are visible?,Six
719MbKvE9-L,abo-images-small/images/small\45/4586a463.jpg,What color is the bucket the couple is in?,Pink
719MbKvE9-L,abo-images-small/images/small\45/4586a463.jpg,Is the boy on the left or right?,Left
719MbKvE9-L,abo-images-small/images/small\45/4586a463.jpg,What is the primary background color?,Black
81WcuVxo3QL,abo-images-small/images/small\03/030a6331.jpg,What is the most prominent color?,Blue
81WcuVxo3QL,abo-images-small/images/small\03/030a6331.jpg,What shape is this?,Rectangle
81WcuVxo3QL,abo-images-small/images/small\03/030a6331.jpg,Do the lines overlap?,Yes
81WcuVxo3QL,abo-images-small/images/small\03/030a6331.jpg,Are the squares uniformly sized?,No
81WcuVxo3QL,abo-images-small/images/small\03/030a6331.jpg,What is at the top?,Camera
81vnbtGazXL,abo-images-small/images/small\a0/a0df79f6.jpg,What color is background?,Gray
81vnbtGazXL,abo-images-small/images/small\a0/a0df79f6.jpg,How many camera lenses visible?,Three
81vnbtGazXL,abo-images-small/images/small\a0/a0df79f6.jpg,What is the shape of tiles?,Square
81vnbtGazXL,abo-images-small/images/small\a0/a0df79f6.jpg,Is camera aperture centered?,Yes
81vnbtGazXL,abo-images-small/images/small\a0/a0df79f6.jpg,What is the texture?,Rough
61iNNTbqMOL,abo-images-small/images/small\dd/dd171343.jpg,What color is the case?,Black
61iNNTbqMOL,abo-images-small/images/small\dd/dd171343.jpg,How many circles are visible?,One
61iNNTbqMOL,abo-images-small/images/small\dd/dd171343.jpg,Which direction are the figures facing?,Left
61iNNTbqMOL,abo-images-small/images/small\dd/dd171343.jpg,Are the figures touching?,Yes
61iNNTbqMOL,abo-images-small/images/small\dd/dd171343.jpg,What is the largest visible area?,Black
71qN9jlWs7L,abo-images-small/images/small\e9/e90dafa5.jpg,What color are the flowers?,Pink
71qN9jlWs7L,abo-images-small/images/small\e9/e90dafa5.jpg,What shape is the camera opening?,Circle
71qN9jlWs7L,abo-images-small/images/small\e9/e90dafa5.jpg,How many flowers are visibly distinct?,Several
71qN9jlWs7L,abo-images-small/images/small\e9/e90dafa5.jpg,Are flowers closer to the top or bottom?,Bottom
71qN9jlWs7L,abo-images-small/images/small\e9/e90dafa5.jpg,Is the flower color uniform?,No
819bSKFaDEL,abo-images-small/images/small\1b/1be2e394.jpg,What animal is pictured?,Tiger
819bSKFaDEL,abo-images-small/images/small\1b/1be2e394.jpg,What color are tiger's stripes?,Black
819bSKFaDEL,abo-images-small/images/small\1b/1be2e394.jpg,How many camera lens holes are visible?,Two
819bSKFaDEL,abo-images-small/images/small\1b/1be2e394.jpg,Is the tiger facing forward?,Yes
819bSKFaDEL,abo-images-small/images/small\1b/1be2e394.jpg,Which direction is the tiger facing?,Front
712z+aDyLML,abo-images-small/images/small\60/60dfdba1.jpg,What color is the phone case?,Black
712z+aDyLML,abo-images-small/images/small\60/60dfdba1.jpg,How many circular openings are visible?,Three
712z+aDyLML,abo-images-small/images/small\60/60dfdba1.jpg,What action is the taller person performing?,Kissing
712z+aDyLML,abo-images-small/images/small\60/60dfdba1.jpg,Is the rain falling upwards or downwards?,Downwards
712z+aDyLML,abo-images-small/images/small\60/60dfdba1.jpg,Are the couple facing each other?,Yes
81PKHve8jqL,abo-images-small/images/small\5b/5b3f502f.jpg,What is the phone cover's color?,Multi-colored
81PKHve8jqL,abo-images-small/images/small\5b/5b3f502f.jpg,How many rainbows are visible?,Eight
81PKHve8jqL,abo-images-small/images/small\5b/5b3f502f.jpg,Are the unicorns facing left?,Both
81PKHve8jqL,abo-images-small/images/small\5b/5b3f502f.jpg,"Which shape is more prominent, hearts or stars?",Stars
81PKHve8jqL,abo-images-small/images/small\5b/5b3f502f.jpg,Which pattern component appears most frequently?,Cloud
71Qtf8HRQAL,abo-images-small/images/small\14/145f2421.jpg,What color is most prominent?,Red
71Qtf8HRQAL,abo-images-small/images/small\14/145f2421.jpg,How many camera openings exist?,One
71Qtf8HRQAL,abo-images-small/images/small\14/145f2421.jpg,Is any portion brown?,Yes
71Qtf8HRQAL,abo-images-small/images/small\14/145f2421.jpg,Is more red below or above?,Below
71Qtf8HRQAL,abo-images-small/images/small\14/145f2421.jpg,What shape surrounds the camera?,Circle
71x+teonUeL,abo-images-small/images/small\12/1275a159.jpg,What color are the chevrons?,Golden
71x+teonUeL,abo-images-small/images/small\12/1275a159.jpg,How many cameras are visible?,Two
71x+teonUeL,abo-images-small/images/small\12/1275a159.jpg,Which logo is partially visible?,Apple
71x+teonUeL,abo-images-small/images/small\12/1275a159.jpg,Is 'Daddy's' above or below 'Girl'?,Above
71x+teonUeL,abo-images-small/images/small\12/1275a159.jpg,"Which word has more characters, 'Daddy's' or 'Girl'?",Daddy's
71aofzVh1fL,abo-images-small/images/small\00/00dd0d5d.jpg,What is the cover's background color?,Black
71aofzVh1fL,abo-images-small/images/small\00/00dd0d5d.jpg,How many flowers are visible?,Several
