image_id,full_image_path,question,answer
71LPeYeBJaL,abo-images-small/images/small/46/4669669f.jpg,What color is the phone case?,Orange
71LPeYeBJaL,abo-images-small/images/small/46/4669669f.jpg,How many circular elements are visible?,Three
71LPeYeBJaL,abo-images-small/images/small/46/4669669f.jpg,What shape is made with the chain?,Six
71LPeYeBJaL,abo-images-small/images/small/46/4669669f.jpg,Is the camera above or below the chain?,Above
71LPeYeBJaL,abo-images-small/images/small/46/4669669f.jpg,What is the pattern under the chain?,Dots
71XjXT0f0aL,abo-images-small/images/small/f7/f77b6d6d.jpg,What color is the topmost chalk?,Green
71XjXT0f0aL,abo-images-small/images/small/f7/f77b6d6d.jpg,How many chalk pieces are visible?,Eleven
71XjXT0f0aL,abo-images-small/images/small/f7/f77b6d6d.jpg,Which color chalk is closest to the camera?,Pink
71XjXT0f0aL,abo-images-small/images/small/f7/f77b6d6d.jpg,Is the phone camera hole on the top or bottom?,Top
71XjXT0f0aL,abo-images-small/images/small/f7/f77b6d6d.jpg,Which chalk appears thickest?,Yellow
71ZkCowM3vL,abo-images-small/images/small/76/764c4c42.jpg,What color dominates?,Blue
71ZkCowM3vL,abo-images-small/images/small/76/764c4c42.jpg,How many circular features?,One
71ZkCowM3vL,abo-images-small/images/small/76/764c4c42.jpg,Is pink above blue?,Below
71ZkCowM3vL,abo-images-small/images/small/76/764c4c42.jpg,Is the feature centered?,Yes
71ZkCowM3vL,abo-images-small/images/small/76/764c4c42.jpg,What is the cover's orientation?,Vertical
718NnvGxYdL,abo-images-small/images/small/de/de4b8230.jpg,What is the dominant color?,Yellow
718NnvGxYdL,abo-images-small/images/small/de/de4b8230.jpg,How many lenses are visible?,Two
718NnvGxYdL,abo-images-small/images/small/de/de4b8230.jpg,Is the yellow bar left or right?,Left
718NnvGxYdL,abo-images-small/images/small/de/de4b8230.jpg,Is the green stripe wider?,Narrower
718NnvGxYdL,abo-images-small/images/small/de/de4b8230.jpg,Where is the camera positioned?,Top
61CMDTJ8YRL,abo-images-small/images/small/d5/d5be17a1.jpg,What is the background color?,Blue
61CMDTJ8YRL,abo-images-small/images/small/d5/d5be17a1.jpg,How many stars are visible?,Eight
61CMDTJ8YRL,abo-images-small/images/small/d5/d5be17a1.jpg,Is the popcorn cup upright or tilted?,Both
61CMDTJ8YRL,abo-images-small/images/small/d5/d5be17a1.jpg,Are there more popcorn pieces or stars?,Popcorn
61CMDTJ8YRL,abo-images-small/images/small/d5/d5be17a1.jpg,What object has a straw?,Cup
716C-UNWIWL,abo-images-small/images/small/db/db30faa2.jpg,What color is the phone case?,Black
716C-UNWIWL,abo-images-small/images/small/db/db30faa2.jpg,How many circular cutouts are visible?,One
716C-UNWIWL,abo-images-small/images/small/db/db30faa2.jpg,Is the screen display colorful?,Yes
716C-UNWIWL,abo-images-small/images/small/db/db30faa2.jpg,Which case is positioned more forward?,Black
716C-UNWIWL,abo-images-small/images/small/db/db30faa2.jpg,What shape best describes the upper-left cutout?,Irregular
71+6eGAuTvL,abo-images-small/images/small/44/44e39577.jpg,What color is background?,Yellow
71+6eGAuTvL,abo-images-small/images/small/44/44e39577.jpg,How many fingers are visible?,Five
71+6eGAuTvL,abo-images-small/images/small/44/44e39577.jpg,What is above her hair?,Bow
71+6eGAuTvL,abo-images-small/images/small/44/44e39577.jpg,Is microphone above or below hand?,Below
71+6eGAuTvL,abo-images-small/images/small/44/44e39577.jpg,"Which color is more prominent, pink or white?",Pink
71IOVdANfGL,abo-images-small/images/small/bb/bbf2f7d9.jpg,What primary color borders the white area?,Blue
71IOVdANfGL,abo-images-small/images/small/bb/bbf2f7d9.jpg,How many cutouts are visible?,One
71IOVdANfGL,abo-images-small/images/small/bb/bbf2f7d9.jpg,Is orange above or below blue?,Below
71IOVdANfGL,abo-images-small/images/small/bb/bbf2f7d9.jpg,Which color is most prominent overall?,White
71IOVdANfGL,abo-images-small/images/small/bb/bbf2f7d9.jpg,Does the pattern seem uniform?,No
71PDugrm7tL,abo-images-small/images/small/34/34f6b37f.jpg,What color is primarily visible left?,Orange
71PDugrm7tL,abo-images-small/images/small/34/34f6b37f.jpg,How many vertical lines are visible?,Five
71PDugrm7tL,abo-images-small/images/small/34/34f6b37f.jpg,Which direction does the eye face?,Right
71PDugrm7tL,abo-images-small/images/small/34/34f6b37f.jpg,Are tears going horizontally or vertically?,Vertically
71PDugrm7tL,abo-images-small/images/small/34/34f6b37f.jpg,Is the background primarily light or dark?,Light
71AMFxu-nCL,abo-images-small/images/small/b5/b503ef7b.jpg,What color are alternating bands?,Pink
