image_id,full_image_path,question,answer
613sLyZDo8L,abo-images-small/images/small/28/289b1360.jpg,What color is the case?,Pink
613sLyZDo8L,abo-images-small/images/small/28/289b1360.jpg,Is there a design?,Yes
613sLyZDo8L,abo-images-small/images/small/28/289b1360.jpg,What shape is the design element?,Floral
613sLyZDo8L,abo-images-small/images/small/28/289b1360.jpg,Is there a camera opening?,Yes
613sLyZDo8L,abo-images-small/images/small/28/289b1360.jpg,Are there circles?,Yes
613sLyZDo8L,abo-images-small/images/small/28/289b1360.jpg,Is it pink?,Yes
613sLyZDo8L,abo-images-small/images/small/28/289b1360.jpg,Are there flowers?,Yes
613sLyZDo8L,abo-images-small/images/small/28/289b1360.jpg,Is it rectangular?,Yes
613sLyZDo8L,abo-images-small/images/small/28/289b1360.jpg,Is there silver?,Yes
613sLyZDo8L,abo-images-small/images/small/28/289b1360.jpg,Are there circles?,Yes
613sLyZDo8L,abo-images-small/images/small/28/289b1360.jpg,What color is the phone case?,Pink
613sLyZDo8L,abo-images-small/images/small/28/289b1360.jpg,How many circles are visible in the floral design?,Three
613sLyZDo8L,abo-images-small/images/small/28/289b1360.jpg,Is the design primarily concentrated on the lower or upper portion of the case?,Lower
613sLyZDo8L,abo-images-small/images/small/28/289b1360.jpg,What shape is the camera cutout at the top?,Rectangular
613sLyZDo8L,abo-images-small/images/small/28/289b1360.jpg,How many separate pieces form the camera cutout at the top?,Four
612Ze0tLBSL,abo-images-small/images/small/b9/b90dbf2f.jpg,What color is the heart?,Yellow
612Ze0tLBSL,abo-images-small/images/small/b9/b90dbf2f.jpg,How many camera lenses are visible?,Three
612Ze0tLBSL,abo-images-small/images/small/b9/b90dbf2f.jpg,What letter is centered on the heart?,Q
612Ze0tLBSL,abo-images-small/images/small/b9/b90dbf2f.jpg,Are there more pink or black stars?,Black
612Ze0tLBSL,abo-images-small/images/small/b9/b90dbf2f.jpg,Where is the heart relative to the camera lenses?,Below
71Tj6P5afdL,abo-images-small/images/small/96/96ef1f25.jpg,What color is the background?,Yellow
71Tj6P5afdL,abo-images-small/images/small/96/96ef1f25.jpg,How many visible camera lenses are there?,Two
71Tj6P5afdL,abo-images-small/images/small/96/96ef1f25.jpg,Are the feet in front or behind the phone?,Front
71Tj6P5afdL,abo-images-small/images/small/96/96ef1f25.jpg,Is the heel of the left shoe darker or lighter than the toe?,Darker
71Tj6P5afdL,abo-images-small/images/small/96/96ef1f25.jpg,Are the shoes symmetrical?,No
61cI1UAN+8L,abo-images-small/images/small/3b/3b68fc06.jpg,What color is the case?,Black
61cI1UAN+8L,abo-images-small/images/small/3b/3b68fc06.jpg,How many hands are visible?,Two
61cI1UAN+8L,abo-images-small/images/small/3b/3b68fc06.jpg,What shape is above the hands?,Heart
61cI1UAN+8L,abo-images-small/images/small/3b/3b68fc06.jpg,Is the Apple logo completely visible?,Yes
61cI1UAN+8L,abo-images-small/images/small/3b/3b68fc06.jpg,Are the fingers interlaced?,Partially
715OrnyoT0L,abo-images-small/images/small/e1/e1a880ca.jpg,What color is background?,Black
715OrnyoT0L,abo-images-small/images/small/e1/e1a880ca.jpg,How many camera lenses are visible?,Five
715OrnyoT0L,abo-images-small/images/small/e1/e1a880ca.jpg,What shape is most prominent?,Heart
715OrnyoT0L,abo-images-small/images/small/e1/e1a880ca.jpg,Are hearts mostly diagonal or horizontal?,Diagonal
715OrnyoT0L,abo-images-small/images/small/e1/e1a880ca.jpg,Are hearts identical?,No
711cFmiF4QL,abo-images-small/images/small/93/936ef973.jpg,What color are most of the round candies?,Multicolored
711cFmiF4QL,abo-images-small/images/small/93/936ef973.jpg,How many camera lenses are visible?,Two
711cFmiF4QL,abo-images-small/images/small/93/936ef973.jpg,What shape are the larger candies?,Circle
711cFmiF4QL,abo-images-small/images/small/93/936ef973.jpg,Is there more blue or pink candy?,Pink
711cFmiF4QL,abo-images-small/images/small/93/936ef973.jpg,Where is the bottom camera lens positioned?,Center
715r81595cL,abo-images-small/images/small/6a/6a4a33e5.jpg,How many teardrops are visible?,Five
715r81595cL,abo-images-small/images/small/6a/6a4a33e5.jpg,Is the camera lens circular?,Yes
715r81595cL,abo-images-small/images/small/6a/6a4a33e5.jpg,Is more orange or yellow visible?,Yellow
715r81595cL,abo-images-small/images/small/6a/6a4a33e5.jpg,Does the eye point left?,Right
715r81595cL,abo-images-small/images/small/6a/6a4a33e5.jpg,How many parallel vertical lines cross the eye?,Three
71v+zZWohsL,abo-images-small/images/small/eb/eba0af65.jpg,What color is the mushroom cap?,Red
71v+zZWohsL,abo-images-small/images/small/eb/eba0af65.jpg,How many ports are visible?,Three
71v+zZWohsL,abo-images-small/images/small/eb/eba0af65.jpg,Is the mushroom taller than wide?,Yes
71v+zZWohsL,abo-images-small/images/small/eb/eba0af65.jpg,Are blades of grass behind the mushroom?,Yes
71v+zZWohsL,abo-images-small/images/small/eb/eba0af65.jpg,What is the prominent subject?,Mushroom
61e+xyLymcL,abo-images-small/images/small/24/24cd291d.jpg,What shape is the clock?,Round
61e+xyLymcL,abo-images-small/images/small/24/24cd291d.jpg,What color is the clock's frame?,Black
61e+xyLymcL,abo-images-small/images/small/24/24cd291d.jpg,What word is printed at the top?,SOLIMO
61e+xyLymcL,abo-images-small/images/small/24/24cd291d.jpg,Which color covers the largest area?,Green
61e+xyLymcL,abo-images-small/images/small/24/24cd291d.jpg,Are the hands symmetrical?,No
71NNWasUWKL,abo-images-small/images/small/59/597186a6.jpg,What is the predominant color?,Pink
71NNWasUWKL,abo-images-small/images/small/59/597186a6.jpg,How many camera lenses are visible?,Four
71NNWasUWKL,abo-images-small/images/small/59/597186a6.jpg,Is the mandala centered?,Yes
71NNWasUWKL,abo-images-small/images/small/59/597186a6.jpg,What shape is repeated most in the mandala?,Circle
71NNWasUWKL,abo-images-small/images/small/59/597186a6.jpg,What is located directly below the camera cluster?,Square
51DCuR2JgJL,abo-images-small/images/small/98/989238a6.jpg,What is the visible case's color?,Clear
51DCuR2JgJL,abo-images-small/images/small/98/989238a6.jpg,How many cameras are visible?,One
51DCuR2JgJL,abo-images-small/images/small/98/989238a6.jpg,What shape is the upper left hole?,Circle
51DCuR2JgJL,abo-images-small/images/small/98/989238a6.jpg,Is the case around the phone?,Yes
51DCuR2JgJL,abo-images-small/images/small/98/989238a6.jpg,Which object appears larger?,Phone
81SnDUXveDL,abo-images-small/images/small/1b/1bdeb76a.jpg,What color is the case?,Beige
81SnDUXveDL,abo-images-small/images/small/1b/1bdeb76a.jpg,How many camera lenses are visible?,Two
81SnDUXveDL,abo-images-small/images/small/1b/1bdeb76a.jpg,Is the camera to the left or right?,Left
81SnDUXveDL,abo-images-small/images/small/1b/1bdeb76a.jpg,Are the cracks uniformly distributed?,No
81SnDUXveDL,abo-images-small/images/small/1b/1bdeb76a.jpg,What shape predominates the design?,Cracks
81dBkN3K0bL,abo-images-small/images/small/a0/a07857a8.jpg,What is the dominant color?,Blue
81dBkN3K0bL,abo-images-small/images/small/a0/a07857a8.jpg,How many holes are visible?,One
81dBkN3K0bL,abo-images-small/images/small/a0/a07857a8.jpg,Is red above or below blue?,Above
81dBkN3K0bL,abo-images-small/images/small/a0/a07857a8.jpg,What shape is the item overall?,Rectangle
81dBkN3K0bL,abo-images-small/images/small/a0/a07857a8.jpg,Where is the hole positioned?,Top
817Us+roZ7L,abo-images-small/images/small/22/22d143e6.jpg,What is the cover's primary color?,Yellow
817Us+roZ7L,abo-images-small/images/small/22/22d143e6.jpg,How many visible apertures exist?,One
