image_id,full_image_path,question,answer
713hZ7OUa6L,abo-images-small/images/small\f1/f15081cc.jpg,What color is predominantly visible?,Purple
713hZ7OUa6L,abo-images-small/images/small\f1/f15081cc.jpg,Is the surface textured?,Yes
713hZ7OUa6L,abo-images-small/images/small\f1/f15081cc.jpg,How many openings are visible?,One
713hZ7OUa6L,abo-images-small/images/small\f1/f15081cc.jpg,Is the bottom area darker than the top?,Yes
713hZ7OUa6L,abo-images-small/images/small\f1/f15081cc.jpg,Does the pattern appear uniform?,No
71FTbUEdCAL,abo-images-small/images/small\49/496000dc.jpg,What color is the mug?,White
71FTbUEdCAL,abo-images-small/images/small\49/496000dc.jpg,How many visible rings are on the chain?,Nine
71FTbUEdCAL,abo-images-small/images/small\49/496000dc.jpg,Is the pencil to the left or right of the mug?,Left
71FTbUEdCAL,abo-images-small/images/small\49/496000dc.jpg,What is the pattern on the pencil?,Eiffel
71FTbUEdCAL,abo-images-small/images/small\49/496000dc.jpg,Is the focal subject on a phone case or a necklace?,Case
71994ZFo58L,abo-images-small/images/small\18/181a8368.jpg,What word appears largest?,Super
71994ZFo58L,abo-images-small/images/small\18/181a8368.jpg,What color is the star shape?,Pink
71994ZFo58L,abo-images-small/images/small\18/181a8368.jpg,Are there more green shapes or pink shapes?,Green
71994ZFo58L,abo-images-small/images/small\18/181a8368.jpg,Is the camera centered vertically?,Higher
71994ZFo58L,abo-images-small/images/small\18/181a8368.jpg,"Relative to the phone, what feature is closest to the camera?",Star
71JDlDqq1wL,abo-images-small/images/small\91/915d4658.jpg,What is the case's background color?,Black
71JDlDqq1wL,abo-images-small/images/small\91/915d4658.jpg,How many butterfly shapes are shown?,Two
71JDlDqq1wL,abo-images-small/images/small\91/915d4658.jpg,What color is the uppermost butterfly?,Pink
71JDlDqq1wL,abo-images-small/images/small\91/915d4658.jpg,Is the camera lens centered or off-center?,Centered
71JDlDqq1wL,abo-images-small/images/small\91/915d4658.jpg,Which butterfly is closer?,Bottom
61z9Zs4XPFL,abo-images-small/images/small\24/2441234e.jpg,What color is shown on the screen?,Blue
61z9Zs4XPFL,abo-images-small/images/small\24/2441234e.jpg,How many camera lenses are visible on the case?,Two
61z9Zs4XPFL,abo-images-small/images/small\24/2441234e.jpg,Is the figure sitting or standing?,Sitting
61z9Zs4XPFL,abo-images-small/images/small\24/2441234e.jpg,What month is displayed on the phone's screen?,September
61z9Zs4XPFL,abo-images-small/images/small\24/2441234e.jpg,Is the silhouette to the left or right?,Left
81kTfLenzJL,abo-images-small/images/small\c7/c7ec414a.jpg,How many colors appear present?,Several
81kTfLenzJL,abo-images-small/images/small\c7/c7ec414a.jpg,What animal is depicted?,Lion
81kTfLenzJL,abo-images-small/images/small\c7/c7ec414a.jpg,Is the entire face shown?,No
81kTfLenzJL,abo-images-small/images/small\c7/c7ec414a.jpg,What color is the eye?,Blue
81kTfLenzJL,abo-images-small/images/small\c7/c7ec414a.jpg,Does the case cover the entire device?,No
71dW6ESwaPL,abo-images-small/images/small\fb/fb74487a.jpg,What is the bus primarily colored?,Red
71dW6ESwaPL,abo-images-small/images/small\fb/fb74487a.jpg,How many telephone booths are visible?,Three
71dW6ESwaPL,abo-images-small/images/small\fb/fb74487a.jpg,Is there a lamp post above a bus?,Yes
71dW6ESwaPL,abo-images-small/images/small\fb/fb74487a.jpg,"Compared to the heart, is the crown smaller?",Larger
71dW6ESwaPL,abo-images-small/images/small\fb/fb74487a.jpg,What is the background primarily?,Blue
71dl6bHtGtL,abo-images-small/images/small\3e/3eec8fb5.jpg,What color is most prominent?,Pink
71dl6bHtGtL,abo-images-small/images/small\3e/3eec8fb5.jpg,How many hearts are visible?,Multiple
71dl6bHtGtL,abo-images-small/images/small\3e/3eec8fb5.jpg,Is the camera lens circular or rectangular?,Circular
71dl6bHtGtL,abo-images-small/images/small\3e/3eec8fb5.jpg,Are the stars above or below the heart ribbon?,Above
71dl6bHtGtL,abo-images-small/images/small\3e/3eec8fb5.jpg,Is there anything resembling a strawberry?,Yes
71SVD0Wpe8L,abo-images-small/images/small\83/832a1569.jpg,What color is the sky?,Blue
71SVD0Wpe8L,abo-images-small/images/small\83/832a1569.jpg,How many trees visible?,Many
71SVD0Wpe8L,abo-images-small/images/small\83/832a1569.jpg,Is the sun above dock?,Yes
71SVD0Wpe8L,abo-images-small/images/small\83/832a1569.jpg,Is the dock wider towards the middle?,Yes
71SVD0Wpe8L,abo-images-small/images/small\83/832a1569.jpg,What shape is above the fingerprint sensor?,Oval
71za5rAm0pL,abo-images-small/images/small\0c/0cb64880.jpg,What color is background?,Black
71za5rAm0pL,abo-images-small/images/small\0c/0cb64880.jpg,How many camera lenses visible?,One
71za5rAm0pL,abo-images-small/images/small\0c/0cb64880.jpg,What shape are prevalent figures?,Hearts
71za5rAm0pL,abo-images-small/images/small\0c/0cb64880.jpg,Does the camera flash appear above camera?,Above
71za5rAm0pL,abo-images-small/images/small\0c/0cb64880.jpg,"What is more numerous, hearts or patterns?",Patterns
813k8fLFv6L,abo-images-small/images/small\e1/e1d48b07.jpg,What color predominates?,Yellow
813k8fLFv6L,abo-images-small/images/small\e1/e1d48b07.jpg,How many camera lenses are visible?,Two
813k8fLFv6L,abo-images-small/images/small\e1/e1d48b07.jpg,Is the camera at the top or bottom?,Top
813k8fLFv6L,abo-images-small/images/small\e1/e1d48b07.jpg,Does the woodgrain run horizontally or vertically?,Horizontally
813k8fLFv6L,abo-images-small/images/small\e1/e1d48b07.jpg,"Compared to the camera lens, is the flash larger?",Smaller
71Ug6jK781L,abo-images-small/images/small\10/107f0bed.jpg,What color are the flowers?,Blue
71Ug6jK781L,abo-images-small/images/small\10/107f0bed.jpg,How many circles visible?,Two
71Ug6jK781L,abo-images-small/images/small\10/107f0bed.jpg,Where is the squirrel located?,Center
71Ug6jK781L,abo-images-small/images/small\10/107f0bed.jpg,"Which is taller, squirrel or flowers?",Squirrel
71Ug6jK781L,abo-images-small/images/small\10/107f0bed.jpg,What covers device's surface?,Animal
61MJBLBs2ML,abo-images-small/images/small\3d/3dc4d224.jpg,What is the background color?,Pink
61MJBLBs2ML,abo-images-small/images/small\3d/3dc4d224.jpg,How many butterflies are present?,Seven
61MJBLBs2ML,abo-images-small/images/small\3d/3dc4d224.jpg,What color is the dress?,Blue
61MJBLBs2ML,abo-images-small/images/small\3d/3dc4d224.jpg,Is the back exposed or covered?,Exposed
61MJBLBs2ML,abo-images-small/images/small\3d/3dc4d224.jpg,What side is the camera on?,Left
71qdTI6ipaL,abo-images-small/images/small\1d/1d24b4df.jpg,What color are the owl's wings?,Pink
71qdTI6ipaL,abo-images-small/images/small\1d/1d24b4df.jpg,What is the pattern behind the owl?,Chevron
71qdTI6ipaL,abo-images-small/images/small\1d/1d24b4df.jpg,How many visible circular components does the camera have?,Two
71qdTI6ipaL,abo-images-small/images/small\1d/1d24b4df.jpg,Is the owl above or below the camera?,Below
71qdTI6ipaL,abo-images-small/images/small\1d/1d24b4df.jpg,What shape are the owl's pupils?,Circular
618j2i6SsKL,abo-images-small/images/small\a8/a8777e32.jpg,"What color is the ""moon""?",Red
618j2i6SsKL,abo-images-small/images/small\a8/a8777e32.jpg,How many buttons are visible?,One
618j2i6SsKL,abo-images-small/images/small\a8/a8777e32.jpg,Is the red moon above or below the black portion?,Below
618j2i6SsKL,abo-images-small/images/small\a8/a8777e32.jpg,What shape best describes the red object?,Circle
618j2i6SsKL,abo-images-small/images/small\a8/a8777e32.jpg,What surrounds the black portion?,Gray
71oUgGWAPkL,abo-images-small/images/small\b2/b2ae814b.jpg,What color are the kitten's eyes?,Green
71oUgGWAPkL,abo-images-small/images/small\b2/b2ae814b.jpg,Is the blanket above or below the kitten?,Above
71oUgGWAPkL,abo-images-small/images/small\b2/b2ae814b.jpg,What is the phone case color?,White
71oUgGWAPkL,abo-images-small/images/small\b2/b2ae814b.jpg,What color is the blanket's pattern?,Blue
71oUgGWAPkL,abo-images-small/images/small\b2/b2ae814b.jpg,What object appears most prominently?,Kitten
81My80vmEML,abo-images-small/images/small\b7/b7524d6e.jpg,What color is background?,Pink
81My80vmEML,abo-images-small/images/small\b7/b7524d6e.jpg,How many words appear?,Two
81My80vmEML,abo-images-small/images/small\b7/b7524d6e.jpg,"What is above ""Boss""?",Girl
81My80vmEML,abo-images-small/images/small\b7/b7524d6e.jpg,What shape is camera cutout?,Oval
81My80vmEML,abo-images-small/images/small\b7/b7524d6e.jpg,Does text touch border?,No
71mQUJO0x1L,abo-images-small/images/small\43/4376eb6f.jpg,What color is on left?,Green
71mQUJO0x1L,abo-images-small/images/small\43/4376eb6f.jpg,How many buttons are visible?,One
71mQUJO0x1L,abo-images-small/images/small\43/4376eb6f.jpg,Is the blue stripe horizontal?,No
71mQUJO0x1L,abo-images-small/images/small\43/4376eb6f.jpg,Is more blue or green visible?,Blue
71mQUJO0x1L,abo-images-small/images/small\43/4376eb6f.jpg,What shape is the camera?,Circle
