image_id,full_image_path,question,answer
61PjvipfNfL,abo-images-small/images/small/02/0257d665.jpg,Stars present?,Yes
61PjvipfNfL,abo-images-small/images/small/02/0257d665.jpg,What color is background?,Black
61PjvipfNfL,abo-images-small/images/small/02/0257d665.jpg,Case material?,Silicone
61PjvipfNfL,abo-images-small/images/small/02/0257d665.jpg,Phone brand?,Itel
61PjvipfNfL,abo-images-small/images/small/02/0257d665.jpg,Object type?,Case
81zNMSIDRRL,abo-images-small/images/small/ff/fff5daaa.jpg,What is the background color?,Black
81zNMSIDRRL,abo-images-small/images/small/ff/fff5daaa.jpg,Is there a bird?,Yes
81zNMSIDRRL,abo-images-small/images/small/ff/fff5daaa.jpg,Is the design printed?,Yes
81zNMSIDRRL,abo-images-small/images/small/ff/fff5daaa.jpg,How many cameras are visible?,Two
81zNMSIDRRL,abo-images-small/images/small/ff/fff5daaa.jpg,Is the cover hard?,Yes
710EXpQig4L,abo-images-small/images/small/e2/e29e0326.jpg,Is there a mountain?,Yes
710EXpQig4L,abo-images-small/images/small/e2/e29e0326.jpg,What is the field color?,Yellow
710EXpQig4L,abo-images-small/images/small/e2/e29e0326.jpg,Are there houses?,Yes
710EXpQig4L,abo-images-small/images/small/e2/e29e0326.jpg,Is it daytime?,Yes
710EXpQig4L,abo-images-small/images/small/e2/e29e0326.jpg,What is the object?,Phone
61ZwbDjuAQL,abo-images-small/images/small/f6/f6f7300d.jpg,What letter is displayed?,T
61ZwbDjuAQL,abo-images-small/images/small/f6/f6f7300d.jpg,What is the color of the letter?,Gold
61ZwbDjuAQL,abo-images-small/images/small/f6/f6f7300d.jpg,What object is displayed?,Case
61ZwbDjuAQL,abo-images-small/images/small/f6/f6f7300d.jpg,What is the background color?,Blue
61ZwbDjuAQL,abo-images-small/images/small/f6/f6f7300d.jpg,Is the bezel raised?,Yes
71wFnGN0FwL,abo-images-small/images/small/a5/a56285ef.jpg,How many brushes?,Many
71wFnGN0FwL,abo-images-small/images/small/a5/a56285ef.jpg,Are brushes stacked?,Yes
71wFnGN0FwL,abo-images-small/images/small/a5/a56285ef.jpg,What's device shape?,Rectangular
71wFnGN0FwL,abo-images-small/images/small/a5/a56285ef.jpg,Is case colorful?,Yes
71wFnGN0FwL,abo-images-small/images/small/a5/a56285ef.jpg,What is the background?,White
71aFO7Pla1L,abo-images-small/images/small/a3/a378a264.jpg,Are there lights?,Yes
71aFO7Pla1L,abo-images-small/images/small/a3/a378a264.jpg,Is it multicolored?,Yes
71aFO7Pla1L,abo-images-small/images/small/a3/a378a264.jpg,Is there a cutout?,Yes
71aFO7Pla1L,abo-images-small/images/small/a3/a378a264.jpg,Is it hard?,Yes
71aFO7Pla1L,abo-images-small/images/small/a3/a378a264.jpg,Is it red?,Yes
71E8yiIwx4L,abo-images-small/images/small/81/813ad088.jpg,Is it pink?,Yes
71E8yiIwx4L,abo-images-small/images/small/81/813ad088.jpg,Are the eyes blue?,Yes
71E8yiIwx4L,abo-images-small/images/small/81/813ad088.jpg,Is it yellow?,Yes
71E8yiIwx4L,abo-images-small/images/small/81/813ad088.jpg,Does she have a bow?,Yes
71E8yiIwx4L,abo-images-small/images/small/81/813ad088.jpg,Is it 3D?,Yes
71h9i4DZGVL,abo-images-small/images/small/39/3914c1a4.jpg,Is there a camera?,Yes
71h9i4DZGVL,abo-images-small/images/small/39/3914c1a4.jpg,Is the background black?,Yes
71h9i4DZGVL,abo-images-small/images/small/39/3914c1a4.jpg,What is the cover's material?,Other
71h9i4DZGVL,abo-images-small/images/small/39/3914c1a4.jpg,Is it 3D?,Yes
71h9i4DZGVL,abo-images-small/images/small/39/3914c1a4.jpg,Is it a hard case?,Yes
71E5baQtWoL,abo-images-small/images/small/d8/d8743063.jpg,Leaves?,Yes
71E5baQtWoL,abo-images-small/images/small/d8/d8743063.jpg,Phone?,Yes
71E5baQtWoL,abo-images-small/images/small/d8/d8743063.jpg,Blue?,Yes
71E5baQtWoL,abo-images-small/images/small/d8/d8743063.jpg,Numbers?,Yes
71E5baQtWoL,abo-images-small/images/small/d8/d8743063.jpg,Case?,Yes
81JxBGU8PkL,abo-images-small/images/small/e5/e502f090.jpg,Is the phone cased?,Yes
81JxBGU8PkL,abo-images-small/images/small/e5/e502f090.jpg,Is there a wheel?,Yes
81JxBGU8PkL,abo-images-small/images/small/e5/e502f090.jpg,Is there an Apple logo?,Yes
81JxBGU8PkL,abo-images-small/images/small/e5/e502f090.jpg,What color is the case?,Multicolored
81JxBGU8PkL,abo-images-small/images/small/e5/e502f090.jpg,Is the wheel stone?,Yes
71Th2QjmKUL,abo-images-small/images/small/c8/c8cb81c3.jpg,Is it floral?,Yes
71Th2QjmKUL,abo-images-small/images/small/c8/c8cb81c3.jpg,Is background black?,Yes
71Th2QjmKUL,abo-images-small/images/small/c8/c8cb81c3.jpg,Is it rectangular?,Yes
71Th2QjmKUL,abo-images-small/images/small/c8/c8cb81c3.jpg,Is it printed?,Yes
71Th2QjmKUL,abo-images-small/images/small/c8/c8cb81c3.jpg,Are leaves white?,Yes
71Yj8WYFt0L,abo-images-small/images/small/f5/f54482cf.jpg,What is pictured?,Skull
71Yj8WYFt0L,abo-images-small/images/small/f5/f54482cf.jpg,What background colors?,Red
71Yj8WYFt0L,abo-images-small/images/small/f5/f54482cf.jpg,What material?,Silicon
71Yj8WYFt0L,abo-images-small/images/small/f5/f54482cf.jpg,What pattern?,Printed
71Yj8WYFt0L,abo-images-small/images/small/f5/f54482cf.jpg,What phone?,OnePlus
71qmqqubiTL,abo-images-small/images/small/9e/9ebe2b78.jpg,Is it floral?,Yes
71qmqqubiTL,abo-images-small/images/small/9e/9ebe2b78.jpg,Is it colorful?,Yes
71qmqqubiTL,abo-images-small/images/small/9e/9ebe2b78.jpg,Is it closed?,Yes
71qmqqubiTL,abo-images-small/images/small/9e/9ebe2b78.jpg,Is it a phone?,Yes
71qmqqubiTL,abo-images-small/images/small/9e/9ebe2b78.jpg,Is it plastic?,Likely
71G3nzV5D9L,abo-images-small/images/small/53/53689dc4.jpg,Is it pink?,Yes
71G3nzV5D9L,abo-images-small/images/small/53/53689dc4.jpg,Are there bows?,Yes
71G3nzV5D9L,abo-images-small/images/small/53/53689dc4.jpg,Are there crowns?,Yes
71G3nzV5D9L,abo-images-small/images/small/53/53689dc4.jpg,Is it a cover?,Yes
71G3nzV5D9L,abo-images-small/images/small/53/53689dc4.jpg,Is it rectangular?,Yes
71ZTU08YJ3L,abo-images-small/images/small/2c/2cddb3c6.jpg,Are the circles pink?,Yes
71ZTU08YJ3L,abo-images-small/images/small/2c/2cddb3c6.jpg,Is there a camera?,Yes
71ZTU08YJ3L,abo-images-small/images/small/2c/2cddb3c6.jpg,Is the cover patterned?,Yes
71ZTU08YJ3L,abo-images-small/images/small/2c/2cddb3c6.jpg,Is it a phone?,Yes
71ZTU08YJ3L,abo-images-small/images/small/2c/2cddb3c6.jpg,Are there blue circles?,Yes
71JyXGQb3tL,abo-images-small/images/small/2e/2e68361c.jpg,Patterned?,Yes
71JyXGQb3tL,abo-images-small/images/small/2e/2e68361c.jpg,Material?,TPU
71JyXGQb3tL,abo-images-small/images/small/2e/2e68361c.jpg,How many cameras?,Three
71JyXGQb3tL,abo-images-small/images/small/2e/2e68361c.jpg,Color?,Yellow
71JyXGQb3tL,abo-images-small/images/small/2e/2e68361c.jpg,Brand?,Realme
61DNqkRXuLL,abo-images-small/images/small/d1/d11eed2d.jpg,What is the background color?,Blue
61DNqkRXuLL,abo-images-small/images/small/d1/d11eed2d.jpg,Are there flowers?,Yes
61DNqkRXuLL,abo-images-small/images/small/d1/d11eed2d.jpg,What shape is it?,Rectangle
61DNqkRXuLL,abo-images-small/images/small/d1/d11eed2d.jpg,How many leaves?,Two
61DNqkRXuLL,abo-images-small/images/small/d1/d11eed2d.jpg,Is it 3D?,No
71V+-m7nC-L,abo-images-small/images/small/19/1992e009.jpg,Is it a case?,Yes
71V+-m7nC-L,abo-images-small/images/small/19/1992e009.jpg,Are there hearts?,Yes
71V+-m7nC-L,abo-images-small/images/small/19/1992e009.jpg,Is the background black?,Yes
71V+-m7nC-L,abo-images-small/images/small/19/1992e009.jpg,Are there people?,Yes
71V+-m7nC-L,abo-images-small/images/small/19/1992e009.jpg,Is it 3D?,Yes
71ObNkntvlL,abo-images-small/images/small/41/41f9d276.jpg,Patterned?,Yes
71ObNkntvlL,abo-images-small/images/small/41/41f9d276.jpg,Fabric?,Knit
71ObNkntvlL,abo-images-small/images/small/41/41f9d276.jpg,Round?,Yes
71ObNkntvlL,abo-images-small/images/small/41/41f9d276.jpg,Black?,Sole
71ObNkntvlL,abo-images-small/images/small/41/41f9d276.jpg,Flat?,Yes
711C8khTWcL,abo-images-small/images/small/8b/8bbc30ca.jpg,Are there bows?,Yes
711C8khTWcL,abo-images-small/images/small/8b/8bbc30ca.jpg,What is the item's shape?,Rectangular
711C8khTWcL,abo-images-small/images/small/8b/8bbc30ca.jpg,Is it colorful?,Yes
711C8khTWcL,abo-images-small/images/small/8b/8bbc30ca.jpg,Are there any cameras?,Yes
711C8khTWcL,abo-images-small/images/small/8b/8bbc30ca.jpg,Is it cloth?,No
812GjJEBUnL,abo-images-small/images/small/ea/eab42dce.jpg,Heart?,Yes
812GjJEBUnL,abo-images-small/images/small/ea/eab42dce.jpg,Grey?,Yes
812GjJEBUnL,abo-images-small/images/small/ea/eab42dce.jpg,Chain?,Yes
812GjJEBUnL,abo-images-small/images/small/ea/eab42dce.jpg,Phone?,Yes
812GjJEBUnL,abo-images-small/images/small/ea/eab42dce.jpg,Circular?,Yes
81wUvC1q4ML,abo-images-small/images/small/6f/6fbde604.jpg,What animal is featured?,Peacock
81wUvC1q4ML,abo-images-small/images/small/6f/6fbde604.jpg,Are feathers displayed?,Yes
81wUvC1q4ML,abo-images-small/images/small/6f/6fbde604.jpg,Is the cover hard?,Yes
81wUvC1q4ML,abo-images-small/images/small/6f/6fbde604.jpg,What color is the bird?,Blue
81wUvC1q4ML,abo-images-small/images/small/6f/6fbde604.jpg,Are there cutouts?,Yes
61hjkiZzCiL,abo-images-small/images/small/99/9911aec2.jpg,Is it square?,No
61hjkiZzCiL,abo-images-small/images/small/99/9911aec2.jpg,Is it hard?,Yes
61hjkiZzCiL,abo-images-small/images/small/99/9911aec2.jpg,Is it orange?,Yes
61hjkiZzCiL,abo-images-small/images/small/99/9911aec2.jpg,Is there a camera?,Yes
61hjkiZzCiL,abo-images-small/images/small/99/9911aec2.jpg,Is it floral?,No
81hOSoZyXUL,abo-images-small/images/small/29/2958aa15.jpg,Is it rectangular?,Yes
81hOSoZyXUL,abo-images-small/images/small/29/2958aa15.jpg,Is it colorful?,Yes
