image_id,full_image_path,question,answer
816zx5ydGqL,abo-images-small/images/small/21/21d0e4fa.jpg,What color is the background?,Red
816zx5ydGqL,abo-images-small/images/small/21/21d0e4fa.jpg,How many words are present?,One
816zx5ydGqL,abo-images-small/images/small/21/21d0e4fa.jpg,Is the camera above or below the word?,Above
816zx5ydGqL,abo-images-small/images/small/21/21d0e4fa.jpg,What shape is the overall cover?,Rectangle
816zx5ydGqL,abo-images-small/images/small/21/21d0e4fa.jpg,What item is most prominent?,Background
714Ox6o7uqL,abo-images-small/images/small/54/5431a284.jpg,What color is inside the cup?,Green
714Ox6o7uqL,abo-images-small/images/small/54/5431a284.jpg,How many camera lenses are visible?,Two
714Ox6o7uqL,abo-images-small/images/small/54/5431a284.jpg,What shape is the cutout on the phone?,Apple
714Ox6o7uqL,abo-images-small/images/small/54/5431a284.jpg,Is the cup closer to the top or bottom of the phone?,Bottom
714Ox6o7uqL,abo-images-small/images/small/54/5431a284.jpg,Which color band on the cup is thickest?,Yellow
71qBizb0xHL,abo-images-small/images/small/71/714f2db2.jpg,What color is the background?,Black
71qBizb0xHL,abo-images-small/images/small/71/714f2db2.jpg,How many crescent moons are visible?,Two
71qBizb0xHL,abo-images-small/images/small/71/714f2db2.jpg,Is the shooting star moving upwards?,Yes
71qBizb0xHL,abo-images-small/images/small/71/714f2db2.jpg,"Which shape is more frequent, stars or planets?",Stars
71qBizb0xHL,abo-images-small/images/small/71/714f2db2.jpg,Is the alien head centered?,No
71fEynXFRxL,abo-images-small/images/small/2f/2f450cdd.jpg,What color is the heart?,Red
71fEynXFRxL,abo-images-small/images/small/2f/2f450cdd.jpg,How many camera lenses are visible?,Three
71fEynXFRxL,abo-images-small/images/small/2f/2f450cdd.jpg,Is the heart shape above or below the camera?,Below
71fEynXFRxL,abo-images-small/images/small/2f/2f450cdd.jpg,What shape best describes the phone's overall form?,Rectangle
71fEynXFRxL,abo-images-small/images/small/2f/2f450cdd.jpg,What is the silhouette within the heart shape?,Woman
71aidcb0akL,abo-images-small/images/small/dd/dd2af54a.jpg,What color is the cover?,Blue
71aidcb0akL,abo-images-small/images/small/dd/dd2af54a.jpg,How many loops are visible?,One
71aidcb0akL,abo-images-small/images/small/dd/dd2af54a.jpg,What is beneath the camera?,Bottle
71aidcb0akL,abo-images-small/images/small/dd/dd2af54a.jpg,What is the camera's shape?,Rectangle
71aidcb0akL,abo-images-small/images/small/dd/dd2af54a.jpg,Where is the hinge located?,Bottom
81rwwzuIeeL,abo-images-small/images/small/da/dace7459.jpg,What color is the lounger?,Brown
81rwwzuIeeL,abo-images-small/images/small/da/dace7459.jpg,How many wheels are visible?,One
81rwwzuIeeL,abo-images-small/images/small/da/dace7459.jpg,Is the backrest reclined?,Yes
81rwwzuIeeL,abo-images-small/images/small/da/dace7459.jpg,Are the slats parallel?,Yes
81rwwzuIeeL,abo-images-small/images/small/da/dace7459.jpg,What is the approximate shape of the wheel spokes?,Circle
