image_id,full_image_path,question,answer
51Wx7+lBQLL,abo-images-small/images/small/75/754fc46e.jpg,What color is the screen?,Pink
51Wx7+lBQLL,abo-images-small/images/small/75/754fc46e.jpg,How many covers are shown?,Two
51Wx7+lBQLL,abo-images-small/images/small/75/754fc46e.jpg,Is the camera raised?,Yes
51Wx7+lBQLL,abo-images-small/images/small/75/754fc46e.jpg,Where is the visible fingerprint scanner?,Screen
51Wx7+lBQLL,abo-images-small/images/small/75/754fc46e.jpg,What is displayed in the top right corner?,Time
61Tf8hurWXL,abo-images-small/images/small/96/96d02a18.jpg,How many red hearts are there?,Two
61Tf8hurWXL,abo-images-small/images/small/96/96d02a18.jpg,What color is the envelope?,Green
61Tf8hurWXL,abo-images-small/images/small/96/96d02a18.jpg,What shape is above the envelope?,Hearts
61Tf8hurWXL,abo-images-small/images/small/96/96d02a18.jpg,Is the envelope fully open?,Partially
61Tf8hurWXL,abo-images-small/images/small/96/96d02a18.jpg,What shape is attached to the envelope closure?,Circle
71grbFOdB7L,abo-images-small/images/small/ac/ac069c38.jpg,What color is the hair of the figure on the left?,Blonde
71grbFOdB7L,abo-images-small/images/small/ac/ac069c38.jpg,How many figures are depicted?,Two
71grbFOdB7L,abo-images-small/images/small/ac/ac069c38.jpg,What is the orientation of the circular element at the top?,Vertical
71grbFOdB7L,abo-images-small/images/small/ac/ac069c38.jpg,Which figure is positioned more centrally?,Right
71grbFOdB7L,abo-images-small/images/small/ac/ac069c38.jpg,What is the prominent written text?,Matriana
71GcTtq4HJL,abo-images-small/images/small/bf/bfe7fb4c.jpg,What color is the phone case?,Brown
71GcTtq4HJL,abo-images-small/images/small/bf/bfe7fb4c.jpg,How many circular cutouts are visible?,One
71GcTtq4HJL,abo-images-small/images/small/bf/bfe7fb4c.jpg,Is the camera cutout vertically or horizontally aligned?,Vertically
71GcTtq4HJL,abo-images-small/images/small/bf/bfe7fb4c.jpg,Is the case darker on the left or right side?,Left
71GcTtq4HJL,abo-images-small/images/small/bf/bfe7fb4c.jpg,What is the shape of the top-left camera cutout?,Oval
71DCz4Sxv5L,abo-images-small/images/small/e5/e55ef527.jpg,What color are the leaves?,Green
71DCz4Sxv5L,abo-images-small/images/small/e5/e55ef527.jpg,How many visible camera openings are there?,One
71DCz4Sxv5L,abo-images-small/images/small/e5/e55ef527.jpg,Are most leaves oriented vertically or horizontally?,Vertically
71DCz4Sxv5L,abo-images-small/images/small/e5/e55ef527.jpg,Is any part of the device backing showing?,Yes
71DCz4Sxv5L,abo-images-small/images/small/e5/e55ef527.jpg,Are the leaves overlapping each other?,Yes
71pqghRe3kL,abo-images-small/images/small/97/97be0802.jpg,What color is the background?,Red
71pqghRe3kL,abo-images-small/images/small/97/97be0802.jpg,How many camera lenses are visible?,Two
71pqghRe3kL,abo-images-small/images/small/97/97be0802.jpg,What shape are the decorations?,Hearts
71pqghRe3kL,abo-images-small/images/small/97/97be0802.jpg,Are all decorations the same size?,No
71pqghRe3kL,abo-images-small/images/small/97/97be0802.jpg,Are the heart decorations connected?,Yes
71UyVXafzaL,abo-images-small/images/small/b8/b81310e1.jpg,What text is present?,Girlboss
71UyVXafzaL,abo-images-small/images/small/b8/b81310e1.jpg,How many camera lenses are visible?,Two
71UyVXafzaL,abo-images-small/images/small/b8/b81310e1.jpg,What shape are the camera cutouts?,Oval
71UyVXafzaL,abo-images-small/images/small/b8/b81310e1.jpg,What is the case's main color?,Brown
71UyVXafzaL,abo-images-small/images/small/b8/b81310e1.jpg,Is the text's size uniform?,No
71Khzgtnn4L,abo-images-small/images/small/bb/bbfbb497.jpg,What color is the sky?,Green
71Khzgtnn4L,abo-images-small/images/small/bb/bbfbb497.jpg,How many dolls are visible?,Two
71Khzgtnn4L,abo-images-small/images/small/bb/bbfbb497.jpg,Which doll wears blue?,Boy
71Khzgtnn4L,abo-images-small/images/small/bb/bbfbb497.jpg,"Which is farther, the dolls or the camera?",Camera
71Khzgtnn4L,abo-images-small/images/small/bb/bbfbb497.jpg,Where is the puppy relative to the bench?,Left
51MV+Y9YebL,abo-images-small/images/small/a6/a68f4a77.jpg,What color is the base?,Brown
51MV+Y9YebL,abo-images-small/images/small/a6/a68f4a77.jpg,How many fins are visible on the lamp's body?,Eleven
51MV+Y9YebL,abo-images-small/images/small/a6/a68f4a77.jpg,Is the shade wider than it is tall?,Yes
51MV+Y9YebL,abo-images-small/images/small/a6/a68f4a77.jpg,What is directly above the lampshade?,Finial
51MV+Y9YebL,abo-images-small/images/small/a6/a68f4a77.jpg,Is the shade cylindrical?,Yes
71XlUpFPDGL,abo-images-small/images/small/c2/c288872b.jpg,What color predominates?,Brown
71XlUpFPDGL,abo-images-small/images/small/c2/c288872b.jpg,What shape is visible?,Rectangle
71XlUpFPDGL,abo-images-small/images/small/c2/c288872b.jpg,Where is the camera?,Top
71XlUpFPDGL,abo-images-small/images/small/c2/c288872b.jpg,Is the top or bottom darker?,Bottom
71XlUpFPDGL,abo-images-small/images/small/c2/c288872b.jpg,What use is inferred?,Phone
81VQRmayS-L,abo-images-small/images/small/af/af31c49e.jpg,What color is the rectangle?,Blue
81VQRmayS-L,abo-images-small/images/small/af/af31c49e.jpg,How many visible circles are there?,Zero
81VQRmayS-L,abo-images-small/images/small/af/af31c49e.jpg,Is orange above blue?,Yes
81VQRmayS-L,abo-images-small/images/small/af/af31c49e.jpg,What shape is most of the cover?,Rectangle
81VQRmayS-L,abo-images-small/images/small/af/af31c49e.jpg,What is the horizontal strip probably for?,Speaker
71QgOh3XJTL,abo-images-small/images/small/11/11992044.jpg,What color are the kitten's eyes?,Green
71QgOh3XJTL,abo-images-small/images/small/11/11992044.jpg,How many lenses are visible on the phone?,Two
71QgOh3XJTL,abo-images-small/images/small/11/11992044.jpg,What is the pattern on the fabric?,Plaid
71QgOh3XJTL,abo-images-small/images/small/11/11992044.jpg,What is the kitten positioned underneath?,Fabric
71QgOh3XJTL,abo-images-small/images/small/11/11992044.jpg,Is the bed or the fabric closer to the camera?,Fabric
81KOz9F9QwL,abo-images-small/images/small/68/681816ea.jpg,What color dominates the cover?,Yellow
81KOz9F9QwL,abo-images-small/images/small/68/681816ea.jpg,How many circles are visibly fully outlined in black?,Two
81KOz9F9QwL,abo-images-small/images/small/68/681816ea.jpg,Is red above or below black areas?,Below
81KOz9F9QwL,abo-images-small/images/small/68/681816ea.jpg,Is there more yellow or orange color?,Yellow
81KOz9F9QwL,abo-images-small/images/small/68/681816ea.jpg,How many curved swirls end pointing towards the top edge?,Two
61v4HZtcCQL,abo-images-small/images/small/41/414b6b95.jpg,What color is the phone?,Red
61v4HZtcCQL,abo-images-small/images/small/41/414b6b95.jpg,How many cameras are visible on the red phone?,Two
61v4HZtcCQL,abo-images-small/images/small/41/414b6b95.jpg,What word is printed on the red phone?,SAMSUNG
61v4HZtcCQL,abo-images-small/images/small/41/414b6b95.jpg,Is the clear phone case in front or behind the red phone?,Front
61v4HZtcCQL,abo-images-small/images/small/41/414b6b95.jpg,Are the phone screens identical?,No
81ju3q7dYuL,abo-images-small/images/small/8d/8d3e422b.jpg,What color is the background?,Black
81ju3q7dYuL,abo-images-small/images/small/8d/8d3e422b.jpg,How many eye shapes are visible?,Eight
81ju3q7dYuL,abo-images-small/images/small/8d/8d3e422b.jpg,Is the peacock facing left or right?,Left
81ju3q7dYuL,abo-images-small/images/small/8d/8d3e422b.jpg,Are there more lines inside or outside the peacock?,Outside
81ju3q7dYuL,abo-images-small/images/small/8d/8d3e422b.jpg,Is the camera hole above or below the peacock?,Above
71oSQZ7OpPL,abo-images-small/images/small/df/df12f9a2.jpg,What color is the background?,Yellow
71oSQZ7OpPL,abo-images-small/images/small/df/df12f9a2.jpg,How many fingers are visible?,Three
71oSQZ7OpPL,abo-images-small/images/small/df/df12f9a2.jpg,What direction is the figure facing?,Right
71oSQZ7OpPL,abo-images-small/images/small/df/df12f9a2.jpg,What is the prominent color of the figure's hair?,Brown
71oSQZ7OpPL,abo-images-small/images/small/df/df12f9a2.jpg,Which shape is repeated on the figure's clothing?,Circle
71Bx7fuI5eL,abo-images-small/images/small/02/02da1a8a.jpg,How many camera lenses are visible?,Three
71Bx7fuI5eL,abo-images-small/images/small/02/02da1a8a.jpg,What is the color of the top stripe?,Red
71Bx7fuI5eL,abo-images-small/images/small/02/02da1a8a.jpg,Is the figure right-facing or left-facing?,Left
