image_id,full_image_path,question,answer
61FalTTKk3L,abo-images-small/images/small\c0/c06ac04a.jpg,How many feathers exist?,Three
61FalTTKk3L,abo-images-small/images/small\c0/c06ac04a.jpg,What color surrounds the design's circles?,Pink
61FalTTKk3L,abo-images-small/images/small\c0/c06ac04a.jpg,Is the camera centered?,No
61FalTTKk3L,abo-images-small/images/small\c0/c06ac04a.jpg,What design covers most of the phone?,Dreamcatcher
61FalTTKk3L,abo-images-small/images/small\c0/c06ac04a.jpg,Is more red or yellow visible?,Red
613Sl8X5g7L,abo-images-small/images/small\cb/cbe21540.jpg,What color is the case?,Black
613Sl8X5g7L,abo-images-small/images/small\cb/cbe21540.jpg,How many roses are shown?,Three
613Sl8X5g7L,abo-images-small/images/small\cb/cbe21540.jpg,Where is the floral design located?,Bottom
613Sl8X5g7L,abo-images-small/images/small\cb/cbe21540.jpg,Is the spine above or below the roses?,Above
613Sl8X5g7L,abo-images-small/images/small\cb/cbe21540.jpg,What is the bottom text's last word?,One
71X8NzzdLHL,abo-images-small/images/small\c6/c69d6f92.jpg,How many chairs are visible?,Two
71X8NzzdLHL,abo-images-small/images/small\c6/c69d6f92.jpg,What color are the cushions?,Grey
71X8NzzdLHL,abo-images-small/images/small\c6/c69d6f92.jpg,Is the table between the chairs?,Yes
71X8NzzdLHL,abo-images-small/images/small\c6/c69d6f92.jpg,Are the chair backs taller than the table?,Yes
71X8NzzdLHL,abo-images-small/images/small\c6/c69d6f92.jpg,Is the left chair closer?,Yes
61IxaVo-B3L,abo-images-small/images/small\f2/f257d5a8.jpg,What color are the stars?,White
61IxaVo-B3L,abo-images-small/images/small\f2/f257d5a8.jpg,How many camera lenses are visible?,Two
61IxaVo-B3L,abo-images-small/images/small\f2/f257d5a8.jpg,Is there more empty space above or below the lenses?,Below
61IxaVo-B3L,abo-images-small/images/small\f2/f257d5a8.jpg,Are all stars uniform in size?,No
61IxaVo-B3L,abo-images-small/images/small\f2/f257d5a8.jpg,Are most of the stars closest to the phone's left or right edge?,Left
71HCRHzDyBL,abo-images-small/images/small\1c/1c7908b0.jpg,What color is the phone?,Pink
71HCRHzDyBL,abo-images-small/images/small\1c/1c7908b0.jpg,How many butterflies are visible?,One
71HCRHzDyBL,abo-images-small/images/small\1c/1c7908b0.jpg,Is the woman facing left or right?,Left
71HCRHzDyBL,abo-images-small/images/small\1c/1c7908b0.jpg,Are there more red or yellow circles?,Red
71HCRHzDyBL,abo-images-small/images/small\1c/1c7908b0.jpg,What object is centrally located at the top?,Camera
61UqVpK+6-L,abo-images-small/images/small\21/217f2062.jpg,What color is the phone's screen background?,Black
61UqVpK+6-L,abo-images-small/images/small\21/217f2062.jpg,How many words are on the phone case?,Three
61UqVpK+6-L,abo-images-small/images/small\21/217f2062.jpg,Is the camera lens above or below the fingerprint scanner?,Above
61UqVpK+6-L,abo-images-small/images/small\21/217f2062.jpg,Does the wallpaper design contain more white or blue?,Blue
61UqVpK+6-L,abo-images-small/images/small\21/217f2062.jpg,Which word appears closest to the camera on the case?,Never
71IPFO7WgjL,abo-images-small/images/small\ca/ca90e509.jpg,What color is the phone's case?,Red
71IPFO7WgjL,abo-images-small/images/small\ca/ca90e509.jpg,How many roses are visible?,Two
71IPFO7WgjL,abo-images-small/images/small\ca/ca90e509.jpg,Is the flower above or below the other?,Above
71IPFO7WgjL,abo-images-small/images/small\ca/ca90e509.jpg,Is the red shade uniform?,No
71IPFO7WgjL,abo-images-small/images/small\ca/ca90e509.jpg,Does the case appear symmetrical?,Yes
71jGIC2kehL,abo-images-small/images/small\01/011becd7.jpg,How many cameras visible?,Three
71jGIC2kehL,abo-images-small/images/small\01/011becd7.jpg,What shape are the bricks?,Rectangular
71jGIC2kehL,abo-images-small/images/small\01/011becd7.jpg,What overall color predominates?,Brown
71jGIC2kehL,abo-images-small/images/small\01/011becd7.jpg,Is camera directly above blue circle?,Yes
71jGIC2kehL,abo-images-small/images/small\01/011becd7.jpg,How many horizontal brick rows visible?,Eleven
71H1aXPgzaL,abo-images-small/images/small\ed/ed651785.jpg,What color is the top-right corner?,Yellow
71H1aXPgzaL,abo-images-small/images/small\ed/ed651785.jpg,How many buttons are visible?,Three
71H1aXPgzaL,abo-images-small/images/small\ed/ed651785.jpg,Which color is most prevalent?,Yellow
71H1aXPgzaL,abo-images-small/images/small\ed/ed651785.jpg,Is red above blue?,Yes
71H1aXPgzaL,abo-images-small/images/small\ed/ed651785.jpg,Does the pattern appear random?,Yes
71i4vSNkSGL,abo-images-small/images/small\ad/adc23bda.jpg,What color is the background?,Yellow
71i4vSNkSGL,abo-images-small/images/small\ad/adc23bda.jpg,How many fingers is the girl holding up?,Two
71i4vSNkSGL,abo-images-small/images/small\ad/adc23bda.jpg,Is the girl facing left or right?,Left
71i4vSNkSGL,abo-images-small/images/small\ad/adc23bda.jpg,What is the most prominent color on the girl's hair?,Brown
71i4vSNkSGL,abo-images-small/images/small\ad/adc23bda.jpg,Does the item have a camera opening?,Yes
717m4u8m3tL,abo-images-small/images/small\78/78143afc.jpg,What color is the phone case?,Yellow
717m4u8m3tL,abo-images-small/images/small\78/78143afc.jpg,How many shoes are visible?,Two
717m4u8m3tL,abo-images-small/images/small\78/78143afc.jpg,What color is the sole of the shoe?,White
717m4u8m3tL,abo-images-small/images/small\78/78143afc.jpg,Are the shoes above or below the socks?,Above
717m4u8m3tL,abo-images-small/images/small\78/78143afc.jpg,What color are the shoe laces?,White
81UwmIETjjL,abo-images-small/images/small\89/896c21f8.jpg,What color is the case's pattern?,Grey
81UwmIETjjL,abo-images-small/images/small\89/896c21f8.jpg,How many circular openings exist?,Two
81UwmIETjjL,abo-images-small/images/small\89/896c21f8.jpg,Where is the circular icon located?,Center
81UwmIETjjL,abo-images-small/images/small\89/896c21f8.jpg,Is the texture smooth or rough?,Rough
81UwmIETjjL,abo-images-small/images/small\89/896c21f8.jpg,What shape generally defines the case?,Rectangle
71WJpoXU2TL,abo-images-small/images/small\9a/9aed1857.jpg,What color is the hat?,Purple
71WJpoXU2TL,abo-images-small/images/small\9a/9aed1857.jpg,How many buttons adorn the hat?,Three
71WJpoXU2TL,abo-images-small/images/small\9a/9aed1857.jpg,Which direction does the face point?,Left
71WJpoXU2TL,abo-images-small/images/small\9a/9aed1857.jpg,Is the collar above or below the bust?,Above
71WJpoXU2TL,abo-images-small/images/small\9a/9aed1857.jpg,What is the most prominent color?,Pink
71XsXRIDC5L,abo-images-small/images/small\d9/d9206b0b.jpg,What word is stacked?,Boss
71XsXRIDC5L,abo-images-small/images/small\d9/d9206b0b.jpg,What color is the case?,Brown
71XsXRIDC5L,abo-images-small/images/small\d9/d9206b0b.jpg,How many words are visible?,Two
71XsXRIDC5L,abo-images-small/images/small\d9/d9206b0b.jpg,Is the camera hole circular?,Oval
71XsXRIDC5L,abo-images-small/images/small\d9/d9206b0b.jpg,Which word is bigger?,Girl
71L64lHvFtL,abo-images-small/images/small\06/06f720b5.jpg,What color are the pandas?,Black
