image_id,full_image_path,question,answer
71GQGrJ6+zL,abo-images-small/images/small\d3/d360967b.jpg,What color is predominantly visible?,Pink
71GQGrJ6+zL,abo-images-small/images/small\d3/d360967b.jpg,How many camera lenses are visible?,Two
71GQGrJ6+zL,abo-images-small/images/small\d3/d360967b.jpg,Is the camera positioned vertically or horizontally?,Vertical
71GQGrJ6+zL,abo-images-small/images/small\d3/d360967b.jpg,Which color appears most frequently in combination with pink?,Blue
71GQGrJ6+zL,abo-images-small/images/small\d3/d360967b.jpg,Does the pattern look abstract or figurative?,Abstract
713RL3t7T0L,abo-images-small/images/small\9b/9b3b2130.jpg,What color are blocks?,White
713RL3t7T0L,abo-images-small/images/small\9b/9b3b2130.jpg,How many visible circles exist?,One
713RL3t7T0L,abo-images-small/images/small\9b/9b3b2130.jpg,What is the blocks' spatial arrangement?,Stacked
713RL3t7T0L,abo-images-small/images/small\9b/9b3b2130.jpg,Is any block vertically oriented?,No
713RL3t7T0L,abo-images-small/images/small\9b/9b3b2130.jpg,Which way does camera face?,Upward
71KLO64RZ3L,abo-images-small/images/small\1d/1debe25f.jpg,What color is the dog?,Black
71KLO64RZ3L,abo-images-small/images/small\1d/1debe25f.jpg,How many camera lenses are visible?,Two
71KLO64RZ3L,abo-images-small/images/small\1d/1debe25f.jpg,What shape is the small square?,Square
71KLO64RZ3L,abo-images-small/images/small\1d/1debe25f.jpg,Is the dog facing left or right?,Left
71KLO64RZ3L,abo-images-small/images/small\1d/1debe25f.jpg,What covers the dog?,Snow
71ROdH6YGrL,abo-images-small/images/small\8d/8d4e5239.jpg,What is the predominant color?,Black
71ROdH6YGrL,abo-images-small/images/small\8d/8d4e5239.jpg,How many cutouts are visible?,Two
71ROdH6YGrL,abo-images-small/images/small\8d/8d4e5239.jpg,Are the floral patterns centralized?,No
71ROdH6YGrL,abo-images-small/images/small\8d/8d4e5239.jpg,Is the top floral cluster larger than the bottom?,No
71ROdH6YGrL,abo-images-small/images/small\8d/8d4e5239.jpg,What shape is the larger cutout?,Oval
7151IIaRnAL,abo-images-small/images/small\97/972a0798.jpg,What color is most present?,Brown
7151IIaRnAL,abo-images-small/images/small\97/972a0798.jpg,What shape is the cutout?,Oval
7151IIaRnAL,abo-images-small/images/small\97/972a0798.jpg,Is the oval near center?,Yes
7151IIaRnAL,abo-images-small/images/small\97/972a0798.jpg,Are there more cars than boats?,Fewer
7151IIaRnAL,abo-images-small/images/small\97/972a0798.jpg,What item has a rectangular shape?,Cutout
61ox1Rba5ZL,abo-images-small/images/small\a1/a1e3017d.jpg,What color is the bow?,Pink
61ox1Rba5ZL,abo-images-small/images/small\a1/a1e3017d.jpg,How many ears are visible?,Two
61ox1Rba5ZL,abo-images-small/images/small\a1/a1e3017d.jpg,Is the cat above or below the phone's center?,Below
61ox1Rba5ZL,abo-images-small/images/small\a1/a1e3017d.jpg,Are the cheeks darker or lighter than the cat's body?,Darker
61ox1Rba5ZL,abo-images-small/images/small\a1/a1e3017d.jpg,"Which is larger, the camera or speaker cutout?",Speaker
61neNBH4OrL,abo-images-small/images/small\f9/f9a339f6.jpg,What word appears second?,love
61neNBH4OrL,abo-images-small/images/small\f9/f9a339f6.jpg,"What shape is under ""you""?",Heart
61neNBH4OrL,abo-images-small/images/small\f9/f9a339f6.jpg,How many camera lenses are visible?,Three
