image_id,full_image_path,question,answer
71nXwOmG3UL,abo-images-small/images/small/f3/f3a84254.jpg,Is the phone cased?,Yes
71nXwOmG3UL,abo-images-small/images/small/f3/f3a84254.jpg,Is there a unicorn?,Yes
71nXwOmG3UL,abo-images-small/images/small/f3/f3a84254.jpg,Are there eyelashes?,Yes
71nXwOmG3UL,abo-images-small/images/small/f3/f3a84254.jpg,Is the case transparent?,No
71nXwOmG3UL,abo-images-small/images/small/f3/f3a84254.jpg,Is the phone blue?,Yes
71TPK7YiRYL,abo-images-small/images/small/d0/d0c9994d.jpg,Patterned?,Yes
71TPK7YiRYL,abo-images-small/images/small/d0/d0c9994d.jpg,Background yellow?,Yes
71TPK7YiRYL,abo-images-small/images/small/d0/d0c9994d.jpg,What vehicle?,Auto
71TPK7YiRYL,abo-images-small/images/small/d0/d0c9994d.jpg,How many cameras?,Three
71TPK7YiRYL,abo-images-small/images/small/d0/d0c9994d.jpg,Material plastic?,Yes
61l9bYzdDAL,abo-images-small/images/small/5f/5f4dce54.jpg,What is the letter?,S
61l9bYzdDAL,abo-images-small/images/small/5f/5f4dce54.jpg,What is the product type?,Case
61l9bYzdDAL,abo-images-small/images/small/5f/5f4dce54.jpg,What is the main color?,Blue
61l9bYzdDAL,abo-images-small/images/small/5f/5f4dce54.jpg,What is the material?,Plastic
61l9bYzdDAL,abo-images-small/images/small/5f/5f4dce54.jpg,Is the case hard?,Yes
81+FNFmrJML,abo-images-small/images/small/b4/b462cc51.jpg,Is the cover black?,Yes
81+FNFmrJML,abo-images-small/images/small/b4/b462cc51.jpg,Are there circles?,Yes
81+FNFmrJML,abo-images-small/images/small/b4/b462cc51.jpg,Is it rectangular?,Yes
81+FNFmrJML,abo-images-small/images/small/b4/b462cc51.jpg,Is there a lens?,Yes
81+FNFmrJML,abo-images-small/images/small/b4/b462cc51.jpg,Is it patterned?,Yes
716kjw7I+ZL,abo-images-small/images/small/59/5998bc72.jpg,Is there a camera?,Yes
716kjw7I+ZL,abo-images-small/images/small/59/5998bc72.jpg,Are there flowers?,Yes
716kjw7I+ZL,abo-images-small/images/small/59/5998bc72.jpg,What is the background color?,Green
716kjw7I+ZL,abo-images-small/images/small/59/5998bc72.jpg,Is it square?,Yes
716kjw7I+ZL,abo-images-small/images/small/59/5998bc72.jpg,What shape are ports?,Rectangular
61adRhxiUGL,abo-images-small/images/small/c0/c07ed099.jpg,Is it rectangular?,Yes
61adRhxiUGL,abo-images-small/images/small/c0/c07ed099.jpg,Is it black?,Yes
61adRhxiUGL,abo-images-small/images/small/c0/c07ed099.jpg,Is there a camera?,Yes
61adRhxiUGL,abo-images-small/images/small/c0/c07ed099.jpg,Is there text?,Yes
61adRhxiUGL,abo-images-small/images/small/c0/c07ed099.jpg,Are letters glowing?,Yes
71ROX8wm5jL,abo-images-small/images/small/92/928af58a.jpg,Is it blue?,Yes
71ROX8wm5jL,abo-images-small/images/small/92/928af58a.jpg,Is there sprinkles?,Yes
71ROX8wm5jL,abo-images-small/images/small/92/928af58a.jpg,Is it edible?,No
71ROX8wm5jL,abo-images-small/images/small/92/928af58a.jpg,Is it pink?,Yes
71ROX8wm5jL,abo-images-small/images/small/92/928af58a.jpg,Is it a case?,Yes
61gg24QBGnL,abo-images-small/images/small/e8/e8245007.jpg,Is it cloudy?,Yes
61gg24QBGnL,abo-images-small/images/small/e8/e8245007.jpg,Is there a straw?,Yes
61gg24QBGnL,abo-images-small/images/small/e8/e8245007.jpg,Is it yellow?,Yes
61gg24QBGnL,abo-images-small/images/small/e8/e8245007.jpg,Is it sandy?,Yes
61gg24QBGnL,abo-images-small/images/small/e8/e8245007.jpg,Is it pineapple?,Yes
719AvFmiuBL,abo-images-small/images/small/8e/8eed5690.jpg,Is it multicoloured?,Yes
719AvFmiuBL,abo-images-small/images/small/8e/8eed5690.jpg,Is there a camera?,Yes
719AvFmiuBL,abo-images-small/images/small/8e/8eed5690.jpg,Is it plastic?,Yes
719AvFmiuBL,abo-images-small/images/small/8e/8eed5690.jpg,Is there yellow?,Yes
719AvFmiuBL,abo-images-small/images/small/8e/8eed5690.jpg,Is it patterned?,Yes
71BLZK2UBxL,abo-images-small/images/small/5b/5b3479d5.jpg,What shape are decorations?,Hearts
71BLZK2UBxL,abo-images-small/images/small/5b/5b3479d5.jpg,What color is background?,Black
71BLZK2UBxL,abo-images-small/images/small/5b/5b3479d5.jpg,Is there camera?,Yes
71BLZK2UBxL,abo-images-small/images/small/5b/5b3479d5.jpg,Is it hard?,Yes
71BLZK2UBxL,abo-images-small/images/small/5b/5b3479d5.jpg,Is it covered?,Covered
61xvSO3aZtL,abo-images-small/images/small/0d/0dfe2874.jpg,Is phone visible?,Yes
61xvSO3aZtL,abo-images-small/images/small/0d/0dfe2874.jpg,Is it matte?,Yes
61xvSO3aZtL,abo-images-small/images/small/0d/0dfe2874.jpg,Is it black?,Yes
61xvSO3aZtL,abo-images-small/images/small/0d/0dfe2874.jpg,Is there camera?,Yes
61xvSO3aZtL,abo-images-small/images/small/0d/0dfe2874.jpg,Is there case?,Yes
71E55L1k9JL,abo-images-small/images/small/d6/d66de14c.jpg,Is it black?,Yes
71E55L1k9JL,abo-images-small/images/small/d6/d66de14c.jpg,Are they stargazing?,Yes
71E55L1k9JL,abo-images-small/images/small/d6/d66de14c.jpg,What's the subject?,Couple
71E55L1k9JL,abo-images-small/images/small/d6/d66de14c.jpg,Is it 3D?,No
71E55L1k9JL,abo-images-small/images/small/d6/d66de14c.jpg,Are they wearing backpacks?,Yes
61BASOr2K3L,abo-images-small/images/small/9a/9ae3d1a5.jpg,What color is background?,Black
61BASOr2K3L,abo-images-small/images/small/9a/9ae3d1a5.jpg,What material is it?,Silicon
61BASOr2K3L,abo-images-small/images/small/9a/9ae3d1a5.jpg,Is it a back cover?,Yes
61BASOr2K3L,abo-images-small/images/small/9a/9ae3d1a5.jpg,Is text present?,Yes
61BASOr2K3L,abo-images-small/images/small/9a/9ae3d1a5.jpg,Is camera hole present?,Yes
71kOwQsImLL,abo-images-small/images/small/98/9817ae82.jpg,Is it patterned?,Yes
71kOwQsImLL,abo-images-small/images/small/98/9817ae82.jpg,Is it orange?,Yes
71kOwQsImLL,abo-images-small/images/small/98/9817ae82.jpg,What shape is case?,Rectangle
71kOwQsImLL,abo-images-small/images/small/98/9817ae82.jpg,How many lenses?,Three
71kOwQsImLL,abo-images-small/images/small/98/9817ae82.jpg,Is it teal?,Yes
71Y2qNp0xPL,abo-images-small/images/small/a1/a12ee6ad.jpg,Is there smoke?,Yes
71Y2qNp0xPL,abo-images-small/images/small/a1/a12ee6ad.jpg,What is crossing?,Train
71Y2qNp0xPL,abo-images-small/images/small/a1/a12ee6ad.jpg,Are there mountains?,Yes
71Y2qNp0xPL,abo-images-small/images/small/a1/a12ee6ad.jpg,What shape are supports?,Arches
71Y2qNp0xPL,abo-images-small/images/small/a1/a12ee6ad.jpg,What device is this?,Phone
71ZukmNxbSL,abo-images-small/images/small/09/09c71141.jpg,Is it pink?,Yes
71ZukmNxbSL,abo-images-small/images/small/09/09c71141.jpg,Is it rectangular?,Yes
71ZukmNxbSL,abo-images-small/images/small/09/09c71141.jpg,Are there flowers?,Yes
71ZukmNxbSL,abo-images-small/images/small/09/09c71141.jpg,Is it black?,Yes
71ZukmNxbSL,abo-images-small/images/small/09/09c71141.jpg,Is there a camera?,Yes
71saMjwBSiL,abo-images-small/images/small/b1/b1de5ebb.jpg,Is this rectangular?,Yes
71saMjwBSiL,abo-images-small/images/small/b1/b1de5ebb.jpg,Are people present?,Yes
71saMjwBSiL,abo-images-small/images/small/b1/b1de5ebb.jpg,Is it patterned?,Yes
71saMjwBSiL,abo-images-small/images/small/b1/b1de5ebb.jpg,Is it a cover?,Yes
71saMjwBSiL,abo-images-small/images/small/b1/b1de5ebb.jpg,Is it pink?,No
71wCLqJ58JL,abo-images-small/images/small/32/32b3f96e.jpg,Are there leaves?,Yes
71wCLqJ58JL,abo-images-small/images/small/32/32b3f96e.jpg,What shape are fruits?,Round
71wCLqJ58JL,abo-images-small/images/small/32/32b3f96e.jpg,Is it red?,Yes
71wCLqJ58JL,abo-images-small/images/small/32/32b3f96e.jpg,Is it open?,Yes
71wCLqJ58JL,abo-images-small/images/small/32/32b3f96e.jpg,Is it multicolored?,Yes
71M-euYqn-L,abo-images-small/images/small/a6/a670d5f9.jpg,Pattern?,Pandas
71M-euYqn-L,abo-images-small/images/small/a6/a670d5f9.jpg,Color?,Pink
71M-euYqn-L,abo-images-small/images/small/a6/a670d5f9.jpg,Material?,Silicon
71M-euYqn-L,abo-images-small/images/small/a6/a670d5f9.jpg,Apple?,Yes
71M-euYqn-L,abo-images-small/images/small/a6/a670d5f9.jpg,Cutout?,Logo
81eQmmo94qL,abo-images-small/images/small/7a/7a7be969.jpg,Is it rectangular?,Yes
81eQmmo94qL,abo-images-small/images/small/7a/7a7be969.jpg,Are there buttons?,Yes
81eQmmo94qL,abo-images-small/images/small/7a/7a7be969.jpg,Is it colorful?,Yes
81eQmmo94qL,abo-images-small/images/small/7a/7a7be969.jpg,Is it wood?,Yes
81eQmmo94qL,abo-images-small/images/small/7a/7a7be969.jpg,Is it hard?,Yes
71qlsXsQAAL,abo-images-small/images/small/a9/a95c8f80.jpg,Wooden?,Yes
71qlsXsQAAL,abo-images-small/images/small/a9/a95c8f80.jpg,Phone?,Yes
71qlsXsQAAL,abo-images-small/images/small/a9/a95c8f80.jpg,Text?,Yes
71qlsXsQAAL,abo-images-small/images/small/a9/a95c8f80.jpg,Color?,Brown
71qlsXsQAAL,abo-images-small/images/small/a9/a95c8f80.jpg,Case?,Yes
71gQOOx-DbL,abo-images-small/images/small/3e/3ea2f876.jpg,What shape is the heart?,Heart
71gQOOx-DbL,abo-images-small/images/small/3e/3ea2f876.jpg,What animal is featured?,Panda
71gQOOx-DbL,abo-images-small/images/small/3e/3ea2f876.jpg,What color is the background?,Pink
71gQOOx-DbL,abo-images-small/images/small/3e/3ea2f876.jpg,How many pandas are present?,Six
71gQOOx-DbL,abo-images-small/images/small/3e/3ea2f876.jpg,Is this a cover?,Yes
81-xOYhGWjL,abo-images-small/images/small/93/931b7a44.jpg,Is it a phone?,Yes
81-xOYhGWjL,abo-images-small/images/small/93/931b7a44.jpg,What shape are the lines?,Chevron
81-xOYhGWjL,abo-images-small/images/small/93/931b7a44.jpg,Is it plastic?,No
81-xOYhGWjL,abo-images-small/images/small/93/931b7a44.jpg,What's the pattern color?,Blue
81-xOYhGWjL,abo-images-small/images/small/93/931b7a44.jpg,Is it hard?,Yes
71VaNMEyBwL,abo-images-small/images/small/36/360b4966.jpg,What color is the background?,Black
71VaNMEyBwL,abo-images-small/images/small/36/360b4966.jpg,What structure is depicted?,Tower
71VaNMEyBwL,abo-images-small/images/small/36/360b4966.jpg,What is the tower's color?,Gold
71VaNMEyBwL,abo-images-small/images/small/36/360b4966.jpg,Is the case rectangular?,Yes
71VaNMEyBwL,abo-images-small/images/small/36/360b4966.jpg,Is there a camera hole?,Yes
81O4SvgPR5L,abo-images-small/images/small/a6/a69dcee2.jpg,What covers device?,Cover
81O4SvgPR5L,abo-images-small/images/small/a6/a69dcee2.jpg,What’s the surface appearance?,Bricks
81O4SvgPR5L,abo-images-small/images/small/a6/a69dcee2.jpg,What is the cutout shape?,Oval
81O4SvgPR5L,abo-images-small/images/small/a6/a69dcee2.jpg,What is the brand logo?,Motorola
81O4SvgPR5L,abo-images-small/images/small/a6/a69dcee2.jpg,What's the color of bricks?,Brown
81lKWvwFcFL,abo-images-small/images/small/43/43f1c1a1.jpg,Wooden?,Yes
81lKWvwFcFL,abo-images-small/images/small/43/43f1c1a1.jpg,Vertical?,Yes
81lKWvwFcFL,abo-images-small/images/small/43/43f1c1a1.jpg,Phone?,Yes
81lKWvwFcFL,abo-images-small/images/small/43/43f1c1a1.jpg,Black?,Yes
81lKWvwFcFL,abo-images-small/images/small/43/43f1c1a1.jpg,Silicone?,No
715DTQ3kXtL,abo-images-small/images/small/91/91be3654.jpg,Is she wearing hat?,Yes
715DTQ3kXtL,abo-images-small/images/small/91/91be3654.jpg,What color is the dress?,Green
715DTQ3kXtL,abo-images-small/images/small/91/91be3654.jpg,Is she winking?,Yes
715DTQ3kXtL,abo-images-small/images/small/91/91be3654.jpg,Are her hair red?,Yes
715DTQ3kXtL,abo-images-small/images/small/91/91be3654.jpg,Is she wearing necklace?,Yes
81Su6W-cDHL,abo-images-small/images/small/b7/b7a8375b.jpg,Is it pink?,Yes
81Su6W-cDHL,abo-images-small/images/small/b7/b7a8375b.jpg,Is it glittery?,Yes
81Su6W-cDHL,abo-images-small/images/small/b7/b7a8375b.jpg,Is there a camera?,Yes
81Su6W-cDHL,abo-images-small/images/small/b7/b7a8375b.jpg,Is Kitty black?,Yes
81Su6W-cDHL,abo-images-small/images/small/b7/b7a8375b.jpg,Is this a case?,Yes
71-MDCguqFL,abo-images-small/images/small/92/92aa33f4.jpg,Is it pink?,Yes
71-MDCguqFL,abo-images-small/images/small/92/92aa33f4.jpg,Any writing?,Yes
71-MDCguqFL,abo-images-small/images/small/92/92aa33f4.jpg,Case for phone?,Yes
71-MDCguqFL,abo-images-small/images/small/92/92aa33f4.jpg,Is it sparkly?,Yes
71-MDCguqFL,abo-images-small/images/small/92/92aa33f4.jpg,Is case flexible?,Yes
61QeNE0gYRL,abo-images-small/images/small/1a/1a8420b5.jpg,Background color?,Black
61QeNE0gYRL,abo-images-small/images/small/1a/1a8420b5.jpg,Pattern depicts what?,Polish
61QeNE0gYRL,abo-images-small/images/small/1a/1a8420b5.jpg,How many rows?,Four
61QeNE0gYRL,abo-images-small/images/small/1a/1a8420b5.jpg,Phone brand logo?,Motorola
61QeNE0gYRL,abo-images-small/images/small/1a/1a8420b5.jpg,Case material?,Other
71wKlAhU0uL,abo-images-small/images/small/d4/d42afc82.jpg,Is it plastic?,Yes
71wKlAhU0uL,abo-images-small/images/small/d4/d42afc82.jpg,Are there flowers?,Yes
71wKlAhU0uL,abo-images-small/images/small/d4/d42afc82.jpg,Is it square?,No
71wKlAhU0uL,abo-images-small/images/small/d4/d42afc82.jpg,What's the main color?,Blue
71wKlAhU0uL,abo-images-small/images/small/d4/d42afc82.jpg,Is there a camera?,Yes
71nbp4fWycL,abo-images-small/images/small/28/2873e64e.jpg,What animal?,Lion
71nbp4fWycL,abo-images-small/images/small/28/2873e64e.jpg,Case material?,Silicone
71nbp4fWycL,abo-images-small/images/small/28/2873e64e.jpg,Cover type?,Back
71nbp4fWycL,abo-images-small/images/small/28/2873e64e.jpg,How many eyes?,One
71nbp4fWycL,abo-images-small/images/small/28/2873e64e.jpg,Primary color?,Multi
71KeYIbqfQL,abo-images-small/images/small/68/68a33d0d.jpg,Is there a logo?,Yes
71KeYIbqfQL,abo-images-small/images/small/68/68a33d0d.jpg,What is the main color?,Red
71KeYIbqfQL,abo-images-small/images/small/68/68a33d0d.jpg,Is it hard?,Yes
71KeYIbqfQL,abo-images-small/images/small/68/68a33d0d.jpg,What is it made of?,Other
71KeYIbqfQL,abo-images-small/images/small/68/68a33d0d.jpg,Is it 3D?,Yes
71ZpqJWDDUL,abo-images-small/images/small/0b/0b520ea6.jpg,What color is background?,Black
71ZpqJWDDUL,abo-images-small/images/small/0b/0b520ea6.jpg,What object is curved?,Moon
71ZpqJWDDUL,abo-images-small/images/small/0b/0b520ea6.jpg,What are the white figures?,Planets
71ZpqJWDDUL,abo-images-small/images/small/0b/0b520ea6.jpg,Is it a case?,Yes
71ZpqJWDDUL,abo-images-small/images/small/0b/0b520ea6.jpg,Is there an alien?,Yes
71U5O14XOZL,abo-images-small/images/small/05/05321d92.jpg,Are leaves present?,Yes
71U5O14XOZL,abo-images-small/images/small/05/05321d92.jpg,What is the background color?,Black
71U5O14XOZL,abo-images-small/images/small/05/05321d92.jpg,Is this a phone?,Yes
71U5O14XOZL,abo-images-small/images/small/05/05321d92.jpg,Is there white color?,Yes
71U5O14XOZL,abo-images-small/images/small/05/05321d92.jpg,Is it rectangular?,Yes
71CWee+SaGL,abo-images-small/images/small/02/021516c2.jpg,Is it aquatic?,Yes
71CWee+SaGL,abo-images-small/images/small/02/021516c2.jpg,Is it colorful?,Yes
71CWee+SaGL,abo-images-small/images/small/02/021516c2.jpg,Is it a cover?,Yes
71CWee+SaGL,abo-images-small/images/small/02/021516c2.jpg,Is it grey?,Yes
71CWee+SaGL,abo-images-small/images/small/02/021516c2.jpg,Is it printed?,Yes
814NqGZMFqL,abo-images-small/images/small/e5/e5c2d2b9.jpg,What material?,Wood
814NqGZMFqL,abo-images-small/images/small/e5/e5c2d2b9.jpg,Is there a camera?,Yes
814NqGZMFqL,abo-images-small/images/small/e5/e5c2d2b9.jpg,What shape?,Rectangular
814NqGZMFqL,abo-images-small/images/small/e5/e5c2d2b9.jpg,Is it textured?,Yes
814NqGZMFqL,abo-images-small/images/small/e5/e5c2d2b9.jpg,How many colors?,One
71E6L436RzL,abo-images-small/images/small/f2/f2a258f2.jpg,Is it pink?,Yes
71E6L436RzL,abo-images-small/images/small/f2/f2a258f2.jpg,Are there stars?,Yes
71E6L436RzL,abo-images-small/images/small/f2/f2a258f2.jpg,Is it rectangular?,Yes
71E6L436RzL,abo-images-small/images/small/f2/f2a258f2.jpg,Is it hard?,Yes
71E6L436RzL,abo-images-small/images/small/f2/f2a258f2.jpg,Is it sparkly?,Yes
61nGP6DTR5L,abo-images-small/images/small/4d/4dc14d5e.jpg,Is it gray?,Yes
61nGP6DTR5L,abo-images-small/images/small/4d/4dc14d5e.jpg,Are there cutouts?,Yes
61nGP6DTR5L,abo-images-small/images/small/4d/4dc14d5e.jpg,Is it rectangular?,Yes
61nGP6DTR5L,abo-images-small/images/small/4d/4dc14d5e.jpg,Is it 3D?,Yes
61nGP6DTR5L,abo-images-small/images/small/4d/4dc14d5e.jpg,Is the surface geometric?,Yes
71RaDPczMeL,abo-images-small/images/small/80/807a816c.jpg,How many lollipops?,Five
71RaDPczMeL,abo-images-small/images/small/80/807a816c.jpg,What color is background?,Purple
71RaDPczMeL,abo-images-small/images/small/80/807a816c.jpg,Are there sprinkles?,Yes
71RaDPczMeL,abo-images-small/images/small/80/807a816c.jpg,Is it edible?,No
71RaDPczMeL,abo-images-small/images/small/80/807a816c.jpg,What shape are candies?,Round
71EFDqs9xQL,abo-images-small/images/small/26/2630c983.jpg,What pattern is present?,Butterflies
71EFDqs9xQL,abo-images-small/images/small/26/2630c983.jpg,What color are butterflies?,Golden
71EFDqs9xQL,abo-images-small/images/small/26/2630c983.jpg,Is case hard?,Yes
71EFDqs9xQL,abo-images-small/images/small/26/2630c983.jpg,Is background light?,No
71EFDqs9xQL,abo-images-small/images/small/26/2630c983.jpg,What device is this for?,Samsung
71obUxMCpxL,abo-images-small/images/small/a1/a1c8e58b.jpg,Material?,Silicon
